Data taking started at   1664294842.0286 seconds (2022-09-27 12:07:22.028607)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
  360      5943.8142   1664300785.8428  -0.1056   0.0032      1.2100      28.1632
  361      5951.3933   1664300793.4219  -0.0920   0.0032      4.1540      28.5040
  362      6007.6122   1664300849.6409  -0.1136   0.0032      2.8840      28.3896
  363      6011.9532   1664300853.9818  -0.1600   0.0072      0.6680      36.1192
  364      6012.6347   1664300854.6633  -0.1600   0.0032      5.4740      27.6816
  365      6031.9715   1664300874.0001  -0.1528   0.0032      1.5920      28.6664
  366      6053.3056   1664300895.3342  -0.1152   0.0032      2.9820      28.3440
  367      6059.0574   1664300901.0860  -0.0896   0.0032      1.0340      27.8184
  368      6098.0655   1664300940.0941  -0.1600   0.0032      1.1960      28.6232
  369      6109.3056   1664300951.3342  -0.0624   0.0032      0.6640      28.4896
  370      6112.4198   1664300954.4484  -0.1272   0.0032      1.1360      27.7608
  371      6121.6158   1664300963.6444  -0.1208   0.0032      4.3840      27.8192
  372      6132.6339   1664300974.6625  -0.1472   0.0032      1.7500      28.3648
  373      6144.0504   1664300986.0790  -0.0656   0.0032      2.8080      28.9256
  374      6146.9623   1664300988.9909  -0.1056   0.0032      9.3700      28.2352
  375      6209.4723   1664301051.5009  -0.1040   0.0032     11.0520      28.6520
  376      6231.8324   1664301073.8610  -0.1400   0.0032      1.6940      28.5056
  377      6233.9267   1664301075.9553  -0.1064   0.0032      0.5660      28.2752
  378      6305.3725   1664301147.4011  -0.0624   0.0032      1.6000      29.1240
  379      6310.7211   1664301152.7497  -0.1600   0.0040      1.7080      28.9008
  380      6321.7426   1664301163.7712  -0.1216   0.0032      3.8940      28.2632
  381      6323.8614   1664301165.8900  -0.1600   0.0040      4.1280      29.0624
  382      6348.8772   1664301190.9058  -0.1288   0.0040      1.8520      28.1544
  383      6390.1072   1664301232.1358  -0.0448   0.0032      5.7700      28.9256
  384      6411.0680   1664301253.0966  -0.1600   0.0040      0.6220      28.1008
  385      6426.3581   1664301268.3867  -0.0800   0.0032      0.8180      28.4272
  386      6503.8719   1664301345.9005  -0.0752   0.0032      3.3280      28.6608
  387      6565.3540   1664301407.3826  -0.0808   0.0032      0.8380      29.3512
  388      6589.3638   1664301431.3924  -0.1240   0.0032      1.1420      28.7112
  389      6608.7123   1664301450.7409  -0.1600   0.0040      1.0580      28.0512
  390      6626.8436   1664301468.8722  -0.0520   0.0032      2.0960      29.3424
  391      6632.1922   1664301474.2208  -0.1120   0.0032      0.9140      28.7120
  392      6646.4508   1664301488.4795  -0.1600   0.0032      4.1560      28.8064
  393      6654.8411   1664301496.8697  -0.0832   0.0032     11.7660      28.9536
  394      6669.3192   1664301511.3478  -0.1136   0.0032      1.1900      28.1224
  395      6682.1644   1664301524.1930  -0.0696   0.0032      0.5740      29.1888
  396      6684.0778   1664301526.1064  -0.0728   0.0032      2.4240      28.8960
  397      6704.2123   1664301546.2409  -0.1216   0.0032      1.0280      28.2904
  398      6767.9681   1664301609.9967  -0.1600   0.0040      5.4500      27.9784
  399      6770.4844   1664301612.5130  -0.0680   0.0032      3.8180      28.8256
  400      6774.6182   1664301616.6468  -0.1576   0.0032      2.8220      28.0168
  401      6801.8556   1664301643.8842  -0.1600   0.0032      5.4620      27.4624
  402      6884.0215   1664301726.0501  -0.0936   0.0032      1.7920      27.8640
  403      6884.4612   1664301726.4899  -0.1056   0.0032      5.1280      28.4808
  404      6891.0333   1664301733.0619  -0.0568   0.0032      1.4280      28.4792
  405      6915.6315   1664301757.6601  -0.1600   0.0032      3.5400      28.7624
  406      6923.6179   1664301765.6465  -0.0808   0.0032      1.2120      29.1176
  407      6934.8232   1664301776.8518  -0.1344   0.0032      2.8400      28.3224
  408      6979.2907   1664301821.3193  -0.1600   0.0040      0.7180      27.4776
  409      7021.1322   1664301863.1608  -0.1136   0.0032      3.5040      28.2312
  410      7024.8603   1664301866.8889  -0.1600   0.0032      4.2740      28.6032
  411      7036.0827   1664301878.1113  -0.1600   0.0040      1.5060      28.9736
  412      7039.1930   1664301881.2216  -0.0952   0.0032      0.7520      28.0016
  413      7061.7775   1664301903.8061  -0.1064   0.0032      3.5720      28.5368
  414      7065.9057   1664301907.9343  -0.1600   0.0120      0.6600      44.5936
  415      7072.6690   1664301914.6977  -0.0416   0.0032      4.4380      29.2448
  416      7104.7740   1664301946.8026  -0.0528   0.0032      8.1060      28.9616
  417      7117.0127   1664301959.0413  -0.1504   0.0032      2.6220      28.3496
  418      7117.2732   1664301959.3018  -0.1328   0.0032      0.8740      28.1296
  419      7122.8162   1664301964.8448  -0.1320   0.0032      1.7360      28.2976
  420      7183.3101   1664302025.3387  -0.0304   0.0032      1.4260      28.9496
  421      7190.2929   1664302032.3215  -0.0528   0.0032      0.6780      28.7344
  422      7195.0348   1664302037.0634  -0.0752   0.0032      5.5860      29.0864
  423      7201.6015   1664302043.6301  -0.0912   0.0032      0.8540      28.4864
  424      7205.1148   1664302047.1434  -0.1600   0.0040      0.8400      28.5008
  425      7213.0983   1664302055.1269  -0.1224   0.0032      2.5520      28.4712
  426      7219.0658   1664302061.0944  -0.1096   0.0032      0.8940      27.7960
  427      7232.9324   1664302074.9610  -0.1600   0.0040      0.6940      26.6392
  428      7237.4670   1664302079.4956  -0.1600   0.0032      1.6800      27.5592
  429      7239.1562   1664302081.1848  -0.0544   0.0032      3.4440      28.2760
  430      7254.0296   1664302096.0582  -0.1600   0.0032      1.8200      27.3632
  431      7268.5183   1664302110.5469  -0.0680   0.0032      2.2980      29.0168
  432      7273.4525   1664302115.4811  -0.1600   0.0032      0.6620      28.2896
  433      7289.7486   1664302131.7772  -0.1048   0.0032      2.3220      27.9112
  434      7359.5548   1664302201.5834  -0.1600   0.0032      2.9520      26.8816
  435      7389.0250   1664302231.0537  -0.0992   0.0032      0.6200      28.3712
  436      7402.4939   1664302244.5225  -0.1336   0.0032      2.1320      28.0840
  437      7416.9463   1664302258.9749  -0.0736   0.0032      2.4780      28.2440
  438      7418.4359   1664302260.4645  -0.1176   0.0032      4.1040      27.9904
  439      7436.9730   1664302279.0017  -0.1496   0.0032      1.0300      28.0104
  440      7458.1270   1664302300.1556  -0.1600   0.0032      1.6860      27.7984
  441      7482.9499   1664302324.9785  -0.1184   0.0032      4.1580      28.8456
  442      7513.0358   1664302355.0644  -0.1160   0.0032      0.8540      28.5040
  443      7527.9123   1664302369.9409  -0.1200   0.0032      4.7280      27.9824
  444      7538.7332   1664302380.7618  -0.1600   0.0032      3.8540      27.8576
  445      7562.9308   1664302404.9594  -0.1240   0.0032      2.5480      27.7224
  446      7572.5427   1664302414.5714  -0.1464   0.0032      2.3300      28.3288
  447      7577.2959   1664302419.3245  -0.1600   0.0032      4.4560      27.8688
  448      7584.2800   1664302426.3086  -0.0944   0.0032      1.0640      28.1608
  449      7602.4004   1664302444.4290  -0.1232   0.0032      2.6160      27.6696
  450      7636.1327   1664302478.1613  -0.1600   0.0032      2.9580      28.4840
  451      7655.0538   1664302497.0824  -0.0904   0.0032      1.0340      28.6448
  452      7692.0318   1664302534.0604  -0.1512   0.0032      1.5680      27.4240
  453      7713.3774   1664302555.4060  -0.1600   0.0032      1.9560      28.1440
  454      7714.0671   1664302556.0957  -0.1224   0.0032      6.1660      28.0792
  455      7738.0607   1664302580.0893  -0.0856   0.0032      3.4320      28.6032
  456      7774.2220   1664302616.2507  -0.1600   0.0032      2.1540      28.2456
  457      7775.7128   1664302617.7415  -0.1600   0.0032      4.5520      27.1872
  458      7779.8252   1664302621.8538  -0.1568   0.0040      0.6700      28.3584
  459      7808.9026   1664302650.9312  -0.0608   0.0032      0.7560      28.9920
  460      7809.7822   1664302651.8108  -0.1088   0.0032      0.7720      27.9000
  461      7852.2218   1664302694.2504  -0.1096   0.0032      2.8680      27.5776
  462      7853.7110   1664302695.7396  -0.1504   0.0032      7.2860      28.3136
  463      7871.4310   1664302713.4596  -0.1600   0.0040      0.6260      28.1648
  464      7875.5689   1664302717.5975  -0.1384   0.0032      2.7480      27.7088
  465      7877.2739   1664302719.3025  -0.0888   0.0032      4.5180      27.8392
  466      7899.4578   1664302741.4864  -0.0848   0.0032      3.8120      28.2600
  467      7926.8904   1664302768.9191  -0.1600   0.0032      2.2700      27.8200
  468      7935.4539   1664302777.4825  -0.1600   0.0032      1.2860      27.7216
  469      7937.3542   1664302779.3828  -0.1600   0.0040      1.8040      27.9176
  470      7948.7851   1664302790.8137  -0.1144   0.0032      0.6800      27.8728
  471      7958.8074   1664302800.8360  -0.1600   0.0032      4.5880      27.4904
  472      7959.4870   1664302801.5156  -0.0664   0.0032      2.9060      28.1976
  473      7989.1744   1664302831.2030  -0.1344   0.0032      5.8980      27.4368
  474      7989.6285   1664302831.6571  -0.1600   0.0040      0.5880      28.6160
  475      7994.1692   1664302836.1978  -0.0584   0.0032      3.6100      28.3744
  476      8037.8230   1664302879.8516  -0.1280   0.0032      0.8580      27.8336
  477      8046.6147   1664302888.6433  -0.1048   0.0032      2.2940      28.0952
  478      8052.9680   1664302894.9966  -0.1368   0.0032      2.0360      27.1752
  479      8118.7163   1664302960.7449  -0.1136   0.0032      3.8960      27.8264
  480      8125.2909   1664302967.3195  -0.0576   0.0032      6.8880      28.3848
  481      8134.4740   1664302976.5026  -0.1448   0.0032      0.6240      27.5392
  482      8135.9694   1664302977.9980  -0.0904   0.0032      0.5900      27.3616
  483      8142.5436   1664302984.5722  -0.0904   0.0032      5.2280      27.9080
  484      8154.3959   1664302996.4245  -0.1128   0.0032     11.6920      27.3488
  485      8160.3496   1664303002.3782  -0.0576   0.0032     11.5620      27.9104
  486      8169.3568   1664303011.3854  -0.1576   0.0032      2.2580      28.0800
  487      8192.5357   1664303034.5643  -0.1176   0.0032      4.5940      27.5568
  488      8215.7293   1664303057.7579  -0.1400   0.0032      2.4600      27.9464
  489      8226.9519   1664303068.9805  -0.0608   0.0032      1.3700      29.1424
  490      8272.6335   1664303114.6621  -0.0464   0.0032      4.5920      28.6504
  491      8312.2494   1664303154.2780  -0.1224   0.0032      3.8460      28.2712
  492      8327.1065   1664303169.1351  -0.1576   0.0040      0.8480      28.3560
  493      8333.4765   1664303175.5052  -0.1512   0.0032      3.1880      28.4984
  494      8353.4196   1664303195.4482  -0.1320   0.0032      1.8160      28.3136
  495      8382.6826   1664303224.7112  -0.1384   0.0032      0.8320      27.9632
  496      8429.8074   1664303271.8360  -0.1592   0.0032      1.2400      27.6640
  497      8438.5889   1664303280.6175  -0.1304   0.0032      0.5320      27.4776
  498      8448.2079   1664303290.2365  -0.1600   0.0032      3.3620      28.2144
  499      8465.7201   1664303307.7487  -0.0608   0.0032      6.3120      28.6464
  500      8471.6881   1664303313.7167  -0.1552   0.0032      1.1480      28.6184
  501      8497.1168   1664303339.1454  -0.0712   0.0032      2.9100      28.4776
  502      8526.9914   1664303369.0200  -0.1512   0.0032      2.1960      27.3632
  503      8573.5033   1664303415.5319  -0.1504   0.0032     10.3080      27.7456
  504      8577.0272   1664303419.0558  -0.1600   0.0040      2.7940      29.2904
  505      8599.3798   1664303441.4084  -0.1000   0.0032      2.5480      28.2848
  506      8611.4432   1664303453.4719  -0.1144   0.0032      0.8760      27.9280
  507      8651.6652   1664303493.6938  -0.1168   0.0032      5.2740      28.3000
  508      8668.7700   1664303510.7986  -0.1264   0.0032      0.8220      28.0864
  509      8692.1678   1664303534.1964  -0.1600   0.0032      1.3100      26.6448
  510      8695.6900   1664303537.7186  -0.0792   0.0032      2.5200      27.7760
  511      8750.0812   1664303592.1098  -0.0496   0.0032      1.3420      28.9552
  512      8753.6053   1664303595.6339  -0.1600   0.0032      1.0020      27.6928
  513      8756.1341   1664303598.1627  -0.1304   0.0040      0.6700      28.0272
  514      8769.3740   1664303611.4026  -0.0888   0.0032      0.8660      27.2080
  515      8794.5872   1664303636.6158  -0.1096   0.0032      1.0320      28.5336
  516      8796.7104   1664303638.7390  -0.1456   0.0032      1.5400      27.9312
  517      8816.2627   1664303658.2913  -0.1392   0.0032      0.5320      27.5736
  518      8829.1001   1664303671.1287  -0.1600   0.0040      1.0900      28.2440
  519      8844.1650   1664303686.1936  -0.1600   0.0032      6.6240      27.4744
  520      8850.7168   1664303692.7454  -0.1032   0.0032      9.8940      27.8752
  521      8855.6648   1664303697.6934  -0.0888   0.0032      1.8320      27.7600
  522      8865.6812   1664303707.7098  -0.1600   0.0032      2.1800      28.1888
  523      8889.8751   1664303731.9037  -0.0712   0.0032      7.2640      28.1472
  524      8899.0849   1664303741.1135  -0.1232   0.0032      1.4300      28.7112
  525      8910.9079   1664303752.9365  -0.0544   0.0032      0.8420      28.0944
  526      8923.5554   1664303765.5840  -0.0856   0.0032      5.3820      28.2696
  527      8926.2608   1664303768.2894  -0.0856   0.0032      0.6880      27.6920
  528      8952.9139   1664303794.9425  -0.1128   0.0032      3.4160      28.3952
  529      8957.0364   1664303799.0650  -0.1336   0.0032      0.7040      27.4696
  530      8997.2637   1664303839.2923  -0.1016   0.0032      3.0040      27.1536
  531      9007.6776   1664303849.7062  -0.1240   0.0032      4.0940      27.6304
  532      9010.1769   1664303852.2055  -0.0504   0.0032      7.0980      29.2952
  533      9033.7777   1664303875.8063  -0.1408   0.0032      0.6620      28.2088
  534      9101.9683   1664303943.9969  -0.1600   0.0040      0.7180      27.5248
  535      9110.3629   1664303952.3915  -0.1112   0.0032      2.2140      28.2368
  536      9145.1178   1664303987.1464  -0.0424   0.0032      5.1560      28.2360
  537      9170.9439   1664304012.9726  -0.1016   0.0032      1.3300      28.1440
  538      9171.4039   1664304013.4325  -0.0952   0.0032      0.6360      28.3224
  539      9187.4883   1664304029.5170  -0.1096   0.0032      1.6040      27.8256
  540      9197.0801   1664304039.1087  -0.1488   0.0032      2.0700      27.7688
  541      9216.0188   1664304058.0474  -0.0608   0.0032      0.8140      29.5192
