Data taking started at   1664294842.0286 seconds (2022-09-27 12:07:22.028607)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
 2143     35904.3295   1664330746.3581  -0.1120   0.0032      0.7000      27.1112
 2144     35909.6716   1664330751.7002  -0.0928   0.0032      1.7380      27.1040
 2145     35911.5729   1664330753.6015  -0.1200   0.0032      1.0140      26.6208
 2146     35928.0565   1664330770.0851  -0.0760   0.0032      1.0680      27.6192
 2147     35938.0818   1664330780.1104  -0.1392   0.0032      2.9060      27.2048
 2148     35944.4755   1664330786.5041  -0.1248   0.0032      0.9980      27.2656
 2149     35949.6271   1664330791.6557  -0.1192   0.0032      2.3040      27.2168
 2150     35958.4173   1664330800.4459  -0.1600   0.0032      2.2380      27.0336
 2151     35961.7422   1664330803.7708  -0.1600   0.0040      1.9000      27.2056
 2152     35974.9883   1664330817.0169  -0.0616   0.0032      1.3340      27.6264
 2153     35998.3818   1664330840.4105  -0.1600   0.0032      2.1040      27.0936
 2154     36002.9152   1664330844.9438  -0.1512   0.0032      0.9340      27.6512
 2155     36020.2362   1664330862.2648  -0.0976   0.0032      1.8480      27.9808
 2156     36022.9550   1664330864.9836  -0.1024   0.0032      2.8740      28.2008
 2157     36033.7791   1664330875.8077  -0.1112   0.0032      7.2980      27.4248
 2158     36047.8463   1664330889.8749  -0.1584   0.0032      3.9020      27.5912
 2159     36053.8233   1664330895.8519  -0.1184   0.0032      4.7560      27.6128
 2160     36055.1122   1664330897.1408  -0.0976   0.0032      1.8860      27.6064
 2161     36064.5019   1664330906.5305  -0.1032   0.0032      2.1260      27.6576
 2162     36067.0175   1664330909.0461  -0.1600   0.0032      0.6720      28.2608
 2163     36078.4552   1664330920.4839  -0.1600   0.0032      4.7860      27.3760
 2164     36131.6355   1664330973.6641  -0.0928   0.0032      1.3440      27.8224
 2165     36133.9353   1664330975.9639  -0.1272   0.0032      2.0980      28.1552
 2166     36179.6151   1664331021.6437  -0.0768   0.0032      0.9140      27.4832
 2167     36184.3496   1664331026.3782  -0.1600   0.0040      0.5720      28.2304
 2168     36216.4690   1664331058.4976  -0.1240   0.0032      0.6340      27.8408
 2169     36235.4033   1664331077.4319  -0.1216   0.0032      4.9300      28.1688
 2170     36237.7135   1664331079.7421  -0.1600   0.0040      1.6860      27.1920
 2171     36248.9447   1664331090.9733  -0.1256   0.0032      1.7660      27.4480
 2172     36271.7213   1664331113.7499  -0.1312   0.0032      3.2020      27.6448
 2173     36272.4111   1664331114.4397  -0.1376   0.0032      1.2540      28.2496
 2174     36285.0466   1664331127.0752  -0.1088   0.0040      0.8920      28.5112
 2175     36287.9484   1664331129.9770  -0.0424   0.0032      0.6880      28.5976
 2176     36288.8386   1664331130.8672  -0.1600   0.0032      5.8560      28.0520
 2177     36313.0475   1664331155.0761  -0.1008   0.0032      4.6660      27.8376
 2178     36321.2385   1664331163.2671  -0.1600   0.0040      1.7400      27.6736
 2179     36331.8580   1664331173.8866  -0.1512   0.0032      7.8640      27.5896
 2180     36424.3838   1664331266.4124  -0.1392   0.0040      1.4000      26.4888
 2181     36429.3152   1664331271.3438  -0.1600   0.0032      3.5380      27.9200
 2182     36462.8440   1664331304.8727  -0.1600   0.0032      2.4140      27.8088
 2183     36470.4171   1664331312.4457  -0.1560   0.0032      3.6820      26.7280
 2184     36530.9172   1664331372.9458  -0.1352   0.0032      0.9780      27.7248
 2185     36533.6158   1664331375.6444  -0.1320   0.0032      4.6000      27.9168
 2186     36573.2238   1664331415.2524  -0.1312   0.0032      3.7400      27.0192
 2187     36576.5578   1664331418.5864  -0.1600   0.0032      5.0340      28.1672
 2188     36582.5056   1664331424.5343  -0.1328   0.0032      1.9740      27.7792
 2189     36603.6783   1664331445.7069  -0.1600   0.0088      0.6780      39.3936
 2190     36617.5578   1664331459.5864  -0.1432   0.0032      1.6780      27.3024
 2191     36623.7016   1664331465.7303  -0.0888   0.0032      1.2720      27.7408
 2192     36629.8651   1664331471.8937  -0.1600   0.0040      0.6480      26.8472
 2193     36653.2487   1664331495.2774  -0.1120   0.0032      2.2400      27.3272
 2194     36707.0604   1664331549.0891  -0.0392   0.0032      0.6400      28.9336
 2195     36709.3594   1664331551.3880  -0.1432   0.0032      0.5840      26.3264
 2196     36721.2103   1664331563.2389  -0.1600   0.0032      1.8240      26.6696
 2197     36722.1010   1664331564.1296  -0.0808   0.0032      3.0420      27.8280
 2198     36728.8689   1664331570.8975  -0.0456   0.0032      2.5200      28.5568
 2199     36773.1414   1664331615.1700  -0.0960   0.0032      1.1520      27.8776
 2200     36773.3934   1664331615.4220  -0.0864   0.0032      0.5420      27.2184
 2201     36814.2301   1664331656.2587  -0.0872   0.0032      4.7500      27.7576
 2202     36890.9353   1664331732.9639  -0.1576   0.0032      2.1080      27.1544
 2203     36901.9672   1664331743.9958  -0.0712   0.0032      7.4520      28.6672
 2204     36904.0829   1664331746.1115  -0.1600   0.0032      0.9340      27.2040
 2205     36905.5726   1664331747.6012  -0.1600   0.0032      1.2620      27.1448
 2206     36933.4420   1664331775.4706  -0.0680   0.0032      7.7800      28.1872
 2207     36933.6820   1664331775.7106  -0.1400   0.0032      5.5540      28.0280
 2208     36934.1679   1664331776.1966  -0.1432   0.0032      4.1600      27.0240
 2209     36946.9993   1664331789.0279  -0.0776   0.0032      2.8540      27.5072
 2210     36949.9278   1664331791.9564  -0.1304   0.0032      2.3080      27.8896
 2211     36950.1675   1664331792.1961  -0.1600   0.0040      1.1900      27.8016
 2212     36987.9508   1664331829.9795  -0.1464   0.0032      2.2060      28.1216
 2213     37004.2410   1664331846.2696  -0.1480   0.0032      2.0000      26.9120
 2214     37019.5225   1664331861.5511  -0.0896   0.0032      0.8500      28.4400
 2215     37021.6215   1664331863.6501  -0.1600   0.0032      2.4520      27.6928
 2216     37041.1558   1664331883.1844  -0.1064   0.0032      1.6520      28.2472
 2217     37098.1809   1664331940.2095  -0.1560   0.0032      2.4920      27.3848
 2218     37130.6978   1664331972.7264  -0.0888   0.0032      1.1600      29.1168
 2219     37138.6915   1664331980.7201  -0.0688   0.0032      0.7960      28.1416
 2220     37143.8434   1664331985.8720  -0.1104   0.0032      0.8840      26.9544
 2221     37153.4358   1664331995.4644  -0.1600   0.0040      0.5600      27.5168
 2222     37153.7156   1664331995.7442  -0.1264   0.0032      1.9620      28.0576
 2223     37157.6341   1664331999.6627  -0.1600   0.0040      0.7160      27.1984
 2224     37191.1610   1664332033.1896  -0.0552   0.0032      3.4720      28.7792
 2225     37192.8567   1664332034.8853  -0.1152   0.0032      0.7700      27.6672
 2226     37198.2210   1664332040.2496  -0.1224   0.0032      0.7860      27.7784
 2227     37201.9480   1664332043.9766  -0.1408   0.0032      2.7380      27.1304
 2228     37206.9074   1664332048.9360  -0.1584   0.0032      2.0960      27.8912
 2229     37219.7679   1664332061.7965  -0.1600   0.0032      6.0760      27.4432
 2230     37221.2573   1664332063.2859  -0.0504   0.0032      0.7480      28.3864
 2231     37223.1567   1664332065.1853  -0.0984   0.0032      0.7520      27.9376
 2232     37256.6832   1664332098.7118  -0.1600   0.0032      1.5660      27.9000
 2233     37277.2421   1664332119.2707  -0.0984   0.0032      0.9580      27.6808
 2234     37289.0786   1664332131.1072  -0.1560   0.0032      2.3520      27.4312
 2235     37311.2480   1664332153.2766  -0.1600   0.0040      0.5260      27.0432
 2236     37318.0041   1664332160.0327  -0.1600   0.0048      2.2620      29.3056
 2237     37346.6760   1664332188.7046  -0.0544   0.0032      2.6280      28.8968
 2238     37379.1857   1664332221.2143  -0.1264   0.0032      2.4800      26.6512
 2239     37389.6188   1664332231.6474  -0.1600   0.0032      3.8900      27.8088
 2240     37421.1109   1664332263.1395  -0.1600   0.0040      0.6300      27.3272
 2241     37424.0318   1664332266.0604  -0.1384   0.0032      1.5780      27.6816
 2242     37446.2033   1664332288.2319  -0.1576   0.0040      1.1300      28.0672
 2243     37462.6997   1664332304.7283  -0.1472   0.0032      0.8040      28.3192
 2244     37468.6620   1664332310.6907  -0.0976   0.0032      1.5800      27.7352
 2245     37482.7339   1664332324.7625  -0.1424   0.0032      4.0740      28.1472
 2246     37485.0527   1664332327.0813  -0.1600   0.0032      4.3700      27.8752
 2247     37496.4873   1664332338.5159  -0.1368   0.0032      3.5740      27.7056
 2248     37502.2280   1664332344.2566  -0.1296   0.0032     11.8760      27.6096
 2249     37524.8081   1664332366.8367  -0.0848   0.0032      5.0020      28.2160
 2250     37536.6402   1664332378.6688  -0.1472   0.0032      1.0460      27.9408
 2251     37547.2431   1664332389.2717  -0.0704   0.0032      4.0060      28.8808
 2252     37551.7763   1664332393.8049  -0.1120   0.0032      0.7280      28.2192
 2253     37598.4684   1664332440.4970  -0.1496   0.0040      1.3080      26.6400
 2254     37602.3885   1664332444.4171  -0.1176   0.0032      0.6680      27.5632
 2255     37615.8490   1664332457.8776  -0.1600   0.0032      0.6640      27.6816
 2256     37635.7920   1664332477.8206  -0.1064   0.0032      0.7600      28.1784
 2257     37639.9172   1664332481.9458  -0.1600   0.0032      2.1220      27.0672
 2258     37650.3297   1664332492.3583  -0.1600   0.0032      0.5960      27.1376
 2259     37661.7776   1664332503.8062  -0.1024   0.0032      0.8680      28.8120
 2260     37662.2191   1664332504.2477  -0.1600   0.0032      3.2440      28.2312
 2261     37678.5098   1664332520.5384  -0.1192   0.0032      2.9000      27.7360
 2262     37680.1992   1664332522.2278  -0.0776   0.0032      4.7580      28.3520
 2263     37726.4925   1664332568.5211  -0.1048   0.0032      1.0260      27.1784
 2264     37752.3139   1664332594.3425  -0.1320   0.0032      0.6400      26.9128
 2265     37762.3272   1664332604.3558  -0.1528   0.0032      1.7380      27.3760
 2266     37790.5807   1664332632.6093  -0.1056   0.0032      2.8380      27.7680
 2267     37803.8211   1664332645.8497  -0.0832   0.0032      0.5240      28.0720
 2268     37827.6027   1664332669.6313  -0.1600   0.0040      2.4600      28.5488
 2269     37834.7850   1664332676.8136  -0.1600   0.0032      0.6920      27.7400
 2270     37847.0225   1664332689.0511  -0.1408   0.0032      4.5020      27.6296
 2271     37850.3504   1664332692.3790  -0.1120   0.0032      0.7600      27.8320
 2272     37850.6149   1664332692.6435  -0.1280   0.0032      1.5540      28.5160
 2273     37896.9156   1664332738.9442  -0.0976   0.0032      1.7920      27.7080
 2274     37904.9082   1664332746.9369  -0.0992   0.0032      3.5960      26.8576
 2275     37910.6709   1664332752.6995  -0.1024   0.0032      0.6740      27.2016
 2276     37924.1360   1664332766.1646  -0.1264   0.0032      1.8760      27.6840
 2277     37933.7580   1664332775.7866  -0.1024   0.0032      6.3040      27.8944
 2278     37945.5875   1664332787.6161  -0.1592   0.0032      7.1160      26.6112
 2279     37948.9160   1664332790.9446  -0.1096   0.0032      0.8980      27.4656
 2280     37963.3885   1664332805.4172  -0.1600   0.0032      1.3240      27.6936
 2281     37970.7615   1664332812.7901  -0.1600   0.0032      1.0700      27.3704
 2282     38020.5135   1664332862.5421  -0.1432   0.0032      4.0780      27.7952
 2283     38023.4242   1664332865.4528  -0.1440   0.0032      6.4320      27.7808
 2284     38035.8847   1664332877.9133  -0.1008   0.0032      1.7340      28.2904
 2285     38036.7656   1664332878.7942  -0.0952   0.0032      1.3080      28.2312
 2286     38041.9109   1664332883.9395  -0.0576   0.0032      3.0220      28.5904
 2287     38045.2217   1664332887.2503  -0.0312   0.0032      1.6380      28.9744
 2288     38064.5449   1664332906.5736  -0.1400   0.0032      5.1460      28.4160
 2289     38143.6774   1664332985.7060  -0.1384   0.0032      2.3900      27.0408
 2290     38149.6291   1664332991.6577  -0.0808   0.0032      1.3640      28.3040
 2291     38162.8845   1664333004.9131  -0.0952   0.0032      5.1680      27.8064
 2292     38169.6479   1664333011.6765  -0.0776   0.0032      3.2060      27.9464
 2293     38178.6326   1664333020.6613  -0.1600   0.0040      1.3580      27.4784
 2294     38185.1897   1664333027.2184  -0.1360   0.0032      0.9180      27.3592
 2295     38206.1326   1664333048.1612  -0.1600   0.0032      5.4500      27.4256
 2296     38220.6101   1664333062.6387  -0.1144   0.0032      2.7900      27.3208
 2297     38232.4453   1664333074.4739  -0.0920   0.0032      1.3940      27.4336
 2298     38255.8472   1664333097.8758  -0.0360   0.0032      3.2300      27.5048
 2299     38272.7455   1664333114.7741  -0.1264   0.0032      0.5520      27.5176
 2300     38276.0647   1664333118.0933  -0.0712   0.0032      1.8200      27.1664
 2301     38277.5506   1664333119.5792  -0.1288   0.0032      1.3660      27.0664
 2302     38279.2504   1664333121.2790  -0.1064   0.0032      5.9660      27.5880
 2303     38307.2955   1664333149.3241  -0.1448   0.0032      3.6940      26.9520
 2304     38356.2202   1664333198.2488  -0.1392   0.0040      0.6640      28.1160
 2305     38376.7880   1664333218.8166  -0.1440   0.0032      0.9860      26.7160
 2306     38404.2233   1664333246.2519  -0.1600   0.0032      3.9860      27.5728
 2307     38408.5582   1664333250.5868  -0.0928   0.0032      8.0320      27.6296
 2308     38433.5540   1664333275.5826  -0.1496   0.0032      3.2840      26.6880
 2309     38438.4943   1664333280.5229  -0.1248   0.0032      1.7940      27.3808
 2310     38464.3263   1664333306.3549  -0.1176   0.0032      3.4400      26.9000
 2311     38467.2451   1664333309.2737  -0.1600   0.0032      1.6600      26.9904
 2312     38485.3648   1664333327.3934  -0.1600   0.0040      0.8400      27.8008
 2313     38490.3038   1664333332.3324  -0.1600   0.0032      1.1220      27.3608
 2314     38498.2970   1664333340.3256  -0.1600   0.0040      0.5260      26.7784
 2315     38500.1860   1664333342.2146  -0.0936   0.0032      1.1940      27.1784
 2316     38505.9334   1664333347.9620  -0.0968   0.0032      3.4840      27.8968
 2317     38516.1531   1664333358.1817  -0.1600   0.0040      0.8280      27.1592
 2318     38528.7938   1664333370.8224  -0.1392   0.0032      4.7720      26.5552
 2319     38538.6157   1664333380.6444  -0.1600   0.0032      4.8260      26.3128
 2320     38595.0510   1664333437.0796  -0.1600   0.0032      0.7400      27.2248
 2321     38611.1197   1664333453.1483  -0.0712   0.0032     11.6360      28.2072
 2322     38611.8162   1664333453.8448  -0.1216   0.0032      1.3080      27.1008
 2323     38618.5805   1664333460.6091  -0.1600   0.0040      1.1080      26.5984
 2324     38624.1246   1664333466.1533  -0.1384   0.0032      1.4580      26.1976
 2325     38629.0636   1664333471.0922  -0.0760   0.0032      2.0880      28.2544
 2326     38669.4873   1664333511.5159  -0.1368   0.0032      2.5900      28.1440
 2327     38689.8286   1664333531.8572  -0.1384   0.0032      1.4380      26.7272
 2328     38699.4480   1664333541.4766  -0.0920   0.0032      2.3200      28.0152
 2329     38708.0317   1664333550.0603  -0.1600   0.0040      0.8320      27.3592
 2330     38710.5539   1664333552.5825  -0.0696   0.0032      3.1480      26.9344
 2331     38732.9396   1664333574.9682  -0.1600   0.0032     11.9640      26.2832
 2332     38752.6843   1664333594.7129  -0.1600   0.0040      0.7240      26.9080
 2333     38753.7736   1664333595.8023  -0.1272   0.0032      1.1860      26.9184
 2334     38769.8684   1664333611.8970  -0.0584   0.0032      2.2000      27.4696
 2335     38778.2509   1664333620.2795  -0.1384   0.0032      1.2320      27.5832
 2336     38785.6316   1664333627.6602  -0.0760   0.0032      4.7400      27.2304
 2337     38820.3878   1664333662.4165  -0.0656   0.0032      1.3060      28.0440
 2338     38827.3462   1664333669.3748  -0.1600   0.0032      1.4700      27.2184
 2339     38863.1010   1664333705.1296  -0.1280   0.0032      2.0480      26.6680
 2340     38867.4453   1664333709.4739  -0.1600   0.0040      1.0860      26.3520
 2341     38878.0583   1664333720.0869  -0.1600   0.0032      1.0900      25.1624
 2342     38895.1825   1664333737.2111  -0.1600   0.0032      0.6700      26.3664
 2343     38911.6924   1664333753.7210  -0.1600   0.0032      2.7900      26.9104
 2344     38971.7808   1664333813.8094  -0.1600   0.0032      2.0340      26.1944
 2345     39010.3801   1664333852.4087  -0.1600   0.0032      1.3940      27.1936
 2346     39046.7411   1664333888.7697  -0.0944   0.0032      1.2760      28.0360
 2347     39055.3278   1664333897.3564  -0.0656   0.0032      4.3960      28.1808
 2348     39057.2176   1664333899.2462  -0.0864   0.0032      0.8880      28.1744
 2349     39060.5528   1664333902.5814  -0.0936   0.0032      6.8740      27.4944
 2350     39063.6676   1664333905.6962  -0.1600   0.0040      4.5400      27.3176
 2351     39176.8556   1664334018.8842  -0.0840   0.0032      2.2460      28.3440
 2352     39192.1305   1664334034.1591  -0.1208   0.0032      6.5740      27.5752
 2353     39197.9033   1664334039.9319  -0.0968   0.0032      2.4420      27.2576
 2354     39208.1071   1664334050.1357  -0.0912   0.0032      5.0320      27.3392
 2355     39209.1886   1664334051.2172  -0.1496   0.0032      0.7620      26.4608
 2356     39245.7603   1664334087.7889  -0.1152   0.0032      1.9920      27.2008
 2357     39275.4306   1664334117.4592  -0.1032   0.0032      0.5140      27.6176
 2358     39312.8073   1664334154.8359  -0.1600   0.0040      0.8840      27.3304
 2359     39319.3860   1664334161.4146  -0.1600   0.0032      5.0900      27.3688
 2360     39331.0062   1664334173.0348  -0.1600   0.0032      7.7680      27.8352
 2361     39333.9182   1664334175.9468  -0.1400   0.0032      6.1760      27.3088
 2362     39348.5938   1664334190.6224  -0.0784   0.0032      0.5320      29.0640
 2363     39354.5592   1664334196.5878  -0.1016   0.0032      1.5820      27.4688
 2364     39364.5822   1664334206.6108  -0.0616   0.0032      9.9220      28.5744
 2365     39365.6652   1664334207.6938  -0.1152   0.0032      3.2120      27.9520
 2366     39372.8465   1664334214.8752  -0.1600   0.0032      0.7180      27.9376
 2367     39434.5562   1664334276.5848  -0.1600   0.0032      0.5360      28.4216
 2368     39453.0857   1664334295.1143  -0.1032   0.0032      3.9700      27.8336
 2369     39457.8248   1664334299.8534  -0.0904   0.0032      1.1960      27.1360
 2370     39482.0144   1664334324.0430  -0.1600   0.0032      3.3100      27.2208
 2371     39486.7531   1664334328.7817  -0.0704   0.0032      5.1300      29.0728
 2372     39493.3169   1664334335.3455  -0.0728   0.0032      0.5800      27.7136
 2373     39499.6901   1664334341.7187  -0.1016   0.0032      0.5520      27.6024
 2374     39530.1662   1664334372.1949  -0.1600   0.0040      1.1500      26.7352
 2375     39546.4651   1664334388.4937  -0.0912   0.0032      5.6340      27.4480
 2376     39559.5068   1664334401.5355  -0.0472   0.0024      1.0580      28.2832
 2377     39584.9273   1664334426.9559  -0.1112   0.0032      2.6200      27.9816
 2378     39633.0527   1664334475.0813  -0.1600   0.0040      0.7560      27.8872
 2379     39676.1196   1664334518.1482  -0.1184   0.0032      0.6080      27.2816
 2380     39708.8318   1664334550.8604  -0.1568   0.0032      1.5040      27.5304
 2381     39732.6223   1664334574.6509  -0.1104   0.0032      5.0480      27.5960
 2382     39765.1433   1664334607.1719  -0.1600   0.0032      1.2380      27.4688
 2383     39781.4500   1664334623.4786  -0.1528   0.0032      0.8920      27.7048
 2384     39784.5712   1664334626.5998  -0.1600   0.0032      1.8280      27.7256
 2385     39798.2137   1664334640.2423  -0.1600   0.0032      1.2100      27.5376
 2386     39809.8463   1664334651.8749  -0.1600   0.0032      1.4600      27.2848
 2387     39810.9356   1664334652.9642  -0.1240   0.0032      2.8140      27.0712
 2388     39813.4441   1664334655.4728  -0.1312   0.0032      2.0300      27.9552
 2389     39833.5801   1664334675.6087  -0.0512   0.0032      2.0600      28.9400
 2390     39839.7329   1664334681.7615  -0.1000   0.0032      1.0860      27.4064
 2391     39876.0988   1664334718.1274  -0.0728   0.0032     10.9900      27.8448
 2392     39887.9127   1664334729.9413  -0.1040   0.0032      3.3020      28.1528
 2393     39901.1683   1664334743.1969  -0.0880   0.0032      2.2500      27.3328
 2394     39928.7993   1664334770.8279  -0.1600   0.0032      1.5760      26.9088
 2395     39948.3285   1664334790.3571  -0.1000   0.0032     10.4640      27.7656
 2396     39948.7805   1664334790.8091  -0.1304   0.0032      0.6220      27.6504
 2397     39954.9321   1664334796.9608  -0.1032   0.0032      4.5640      27.6280
 2398     39968.3647   1664334810.3933  -0.1160   0.0032      2.2700      26.6632
 2399     39969.8541   1664334811.8827  -0.1600   0.0032      5.5180      27.4200
 2400     39982.2984   1664334824.3270  -0.1072   0.0032      5.6500      27.1552
 2401     40040.9433   1664334882.9719  -0.1480   0.0032      2.7880      27.3856
 2402     40055.4224   1664334897.4510  -0.1600   0.0032      2.6320      27.5824
 2403     40060.5552   1664334902.5838  -0.0528   0.0032      1.2000      28.5768
 2404     40061.2348   1664334903.2634  -0.1568   0.0032      1.2000      26.3568
 2405     40066.3693   1664334908.3979  -0.1168   0.0032      1.4480      26.4848
 2406     40082.8598   1664334924.8884  -0.0816   0.0032      0.6920      27.8696
 2407     40093.4860   1664334935.5146  -0.1600   0.0032      5.3360      26.6232
 2408     40096.4048   1664334938.4334  -0.1344   0.0032      0.5120      27.2760
 2409     40137.4298   1664334979.4584  -0.1600   0.0032      0.9840      26.9800
 2410     40172.7692   1664335014.7978  -0.1352   0.0032      5.6860      27.6720
 2411     40176.4935   1664335018.5221  -0.0992   0.0032      0.6680      27.5520
 2412     40189.7445   1664335031.7731  -0.1504   0.0032      4.8280      27.1832
 2413     40190.2079   1664335032.2365  -0.0808   0.0032      1.5960      28.6296
 2414     40206.9059   1664335048.9345  -0.1600   0.0032      0.8940      28.1616
 2415     40243.6778   1664335085.7064  -0.1104   0.0032      0.7020      27.9384
 2416     40255.7305   1664335097.7591  -0.1536   0.0032      0.8840      27.6192
 2417     40284.7986   1664335126.8272  -0.1088   0.0032      4.7200      27.6848
 2418     40294.9972   1664335137.0258  -0.1600   0.0040      1.1700      28.0104
 2419     40327.1174   1664335169.1460  -0.1600   0.0032      1.5420      27.5792
 2420     40329.4165   1664335171.4451  -0.1536   0.0032      2.4580      27.0032
 2421     40341.2486   1664335183.2772  -0.1136   0.0032      2.0800      27.6152
 2422     40345.5833   1664335187.6119  -0.0872   0.0032      2.9100      27.6824
 2423     40368.7672   1664335210.7958  -0.1360   0.0032      9.2740      27.4528
 2424     40373.9216   1664335215.9502  -0.1400   0.0032      3.2000      27.7096
 2425     40387.9716   1664335230.0002  -0.1600   0.0040      0.8540      25.8264
 2426     40403.6643   1664335245.6929  -0.0856   0.0032      6.0060      27.8480
 2427     40415.6920   1664335257.7206  -0.1600   0.0032      0.7340      27.3960
 2428     40416.5821   1664335258.6107  -0.1600   0.0040      1.7700      28.5784
 2429     40472.2035   1664335314.2321  -0.1224   0.0032      1.5620      28.0528
 2430     40493.9723   1664335336.0009  -0.1008   0.0032      1.6020      28.0544
 2431     40515.1294   1664335357.1580  -0.1600   0.0032      1.6860      27.8232
 2432     40526.1793   1664335368.2079  -0.0888   0.0032      2.1600      27.2280
 2433     40537.2021   1664335379.2307  -0.0712   0.0032      1.2080      27.8376
 2434     40543.7793   1664335385.8079  -0.1600   0.0032      4.2960      27.1256
 2435     40550.7435   1664335392.7721  -0.1600   0.0032      3.6620      26.7208
 2436     40555.8914   1664335397.9200  -0.1024   0.0032      5.9700      26.9864
 2437     40591.8554   1664335433.8840  -0.1032   0.0032      3.2700      28.1000
 2438     40639.9786   1664335482.0072  -0.1600   0.0032      2.3640      27.0136
 2439     40667.0116   1664335509.0403  -0.1368   0.0032      1.1680      27.4440
 2440     40690.5992   1664335532.6278  -0.0976   0.0032      3.0520      27.7504
 2441     40719.0644   1664335561.0931  -0.1120   0.0032      4.9340      27.3856
 2442     40754.0034   1664335596.0320  -0.1072   0.0032      0.6480      27.6792
 2443     40761.7899   1664335603.8185  -0.0992   0.0032      1.6820      27.9752
 2444     40794.9062   1664335636.9348  -0.1456   0.0032      0.7300      27.8264
 2445     40806.7473   1664335648.7759  -0.1600   0.0032      4.5360      26.7976
 2446     40839.2494   1664335681.2780  -0.0912   0.0032      0.7640      28.2128
 2447     40860.4075   1664335702.4361  -0.1184   0.0032      2.0220      28.7960
 2448     40869.1916   1664335711.2202  -0.1600   0.0032      2.1160      27.9496
 2449     40879.2134   1664335721.2420  -0.1600   0.0032      3.2060      27.7512
 2450     40906.4545   1664335748.4831  -0.0840   0.0032      1.4040      27.8960
 2451     40914.2390   1664335756.2676  -0.1600   0.0032      2.4540      27.9112
 2452     40918.7725   1664335760.8012  -0.1600   0.0032      1.6300      27.8984
 2453     40967.2961   1664335809.3247  -0.1456   0.0032      1.8500      27.4584
 2454     40973.0458   1664335815.0744  -0.1600   0.0032      2.6140      26.7920
 2455     40977.1681   1664335819.1968  -0.1248   0.0032      2.8820      27.4696
 2456     41007.8514   1664335849.8801  -0.1264   0.0032      2.0980      27.5336
 2457     41012.7958   1664335854.8244  -0.1408   0.0032      0.5120      28.1664
 2458     41024.2234   1664335866.2520  -0.1600   0.0032      4.7700      27.6328
 2459     41033.2093   1664335875.2379  -0.0664   0.0032      1.1140      28.3432
 2460     41039.1666   1664335881.1952  -0.1600   0.0032      4.7520      28.0216
 2461     41044.9100   1664335886.9386  -0.1368   0.0032      9.6200      27.2688
 2462     41048.2364   1664335890.2650  -0.0888   0.0032      0.5340      27.9128
 2463     41053.1738   1664335895.2024  -0.1560   0.0032      3.8600      26.8336
 2464     41093.9999   1664335936.0285  -0.1456   0.0032      3.6900      26.7792
 2465     41095.9131   1664335937.9417  -0.1600   0.0032      0.9520      27.1720
 2466     41116.8586   1664335958.8872  -0.1352   0.0032      2.9200      28.3392
 2467     41131.7402   1664335973.7688  -0.0960   0.0032      4.1460      27.7464
 2468     41132.2069   1664335974.2355  -0.1008   0.0032      1.1580      27.4088
 2469     41169.9826   1664336012.0112  -0.1504   0.0032      2.5900      27.5048
 2470     41178.1652   1664336020.1938  -0.1600   0.0032      4.0060      27.8736
 2471     41233.1639   1664336075.1925  -0.0648   0.0032      4.0620      28.2928
 2472     41247.4129   1664336089.4415  -0.1376   0.0032      2.7200      27.5560
 2473     41252.7758   1664336094.8044  -0.1600   0.0032      2.0920      28.2768
 2474     41261.3790   1664336103.4076  -0.0568   0.0032      4.0260      29.0888
 2475     41263.2823   1664336105.3109  -0.1000   0.0032      4.7520      27.6312
 2476     41314.4723   1664336156.5009  -0.1600   0.0032      4.6940      28.1448
 2477     41364.0046   1664336206.0332  -0.1600   0.0032      3.3140      26.9992
 2478     41367.1381   1664336209.1667  -0.0824   0.0032      1.0700      28.1504
 2479     41367.8293   1664336209.8579  -0.1104   0.0032      0.5060      28.2368
 2480     41377.2529   1664336219.2815  -0.1472   0.0040      0.8120      28.0696
 2481     41379.1426   1664336221.1712  -0.0944   0.0032      1.6360      27.5512
 2482     41381.6613   1664336223.6899  -0.0712   0.0032      1.6060      28.7176
 2483     41382.1210   1664336224.1496  -0.1600   0.0032      2.4620      26.1336
 2484     41388.4730   1664336230.5016  -0.1280   0.0032      3.2240      27.8800
 2485     41411.0551   1664336253.0837  -0.1016   0.0032      2.2220      27.6408
 2486     41437.6762   1664336279.7048  -0.1160   0.0032      2.6520      28.3920
 2487     41451.1338   1664336293.1624  -0.1600   0.0040      0.5800      28.1680
 2488     41459.1108   1664336301.1394  -0.1600   0.0040      1.6000      27.9776
 2489     41472.1580   1664336314.1866  -0.0896   0.0032      0.7000      27.8296
 2490     41478.3454   1664336320.3740  -0.0808   0.0032      2.6380      28.4776
 2491     41488.9671   1664336330.9957  -0.1112   0.0032      2.3420      27.9320
 2492     41496.3513   1664336338.3799  -0.1600   0.0040      0.6560      27.1304
 2493     41504.5376   1664336346.5663  -0.1240   0.0032      6.1140      27.7728
 2494     41579.2121   1664336421.2407  -0.1600   0.0032      0.9880      28.0440
 2495     41581.7279   1664336423.7565  -0.1048   0.0032      0.8380      26.7720
 2496     41604.5326   1664336446.5612  -0.1600   0.0032      4.3160      27.2864
 2497     41614.9452   1664336456.9738  -0.1600   0.0040      1.1740      27.3088
 2498     41654.7689   1664336496.7975  -0.1600   0.0040      0.9800      27.1576
 2499     41681.9950   1664336524.0237  -0.1600   0.0032      2.3220      26.5576
