Data taking started at   1664464259.7918 seconds (2022-09-29 11:10:59.791836)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
  365      6151.2183   1664470411.0102  -0.0688   0.0032      0.9380      28.2904
  366      6152.5082   1664470412.3000  -0.1440   0.0032      0.8840      28.0664
  367      6207.5233   1664470467.3152  -0.1576   0.0032      2.4020      26.5112
  368      6207.9851   1664470467.7770  -0.1576   0.0032      1.7260      28.0800
  369      6210.2819   1664470470.0738  -0.1344   0.0032      0.7760      27.3392
  370      6221.7170   1664470481.5089  -0.0448   0.0032      1.9940      29.2120
  371      6233.9573   1664470493.7491  -0.1288   0.0032      1.3160      28.8800
  372      6238.8954   1664470498.6872  -0.1208   0.0032      1.8840      28.3104
  373      6364.6570   1664470624.4489  -0.1600   0.0032      4.4200      27.7368
  374      6366.1486   1664470625.9404  -0.1120   0.0032      1.7140      27.7680
  375      6402.7195   1664470662.5113  -0.0944   0.0032      1.8020      27.9632
  376      6425.0955   1664470684.8873  -0.0832   0.0032      4.5860      28.9376
  377      6428.6202   1664470688.4120  -0.0792   0.0032      3.8320      27.4976
  378      6434.3834   1664470694.1753  -0.0744   0.0032      0.5440      28.9424
  379      6445.6163   1664470705.4082  -0.0912   0.0032      0.8120      27.6504
  380      6454.0006   1664470713.7924  -0.1280   0.0032      4.9560      28.1976
  381      6458.3313   1664470718.1232  -0.1136   0.0032      1.6600      26.7424
  382      6473.0139   1664470732.8057  -0.0888   0.0032      1.2460      28.0064
  383      6534.2919   1664470794.0838  -0.0856   0.0032      0.9400      28.3184
  384      6547.1491   1664470806.9410  -0.1600   0.0032      3.0760      26.6816
  385      6566.8773   1664470826.6691  -0.1576   0.0032      2.8980      27.6960
  386      6582.7624   1664470842.5542  -0.1592   0.0032      1.0340      28.1856
  387      6633.1293   1664470892.9211  -0.1064   0.0032      0.9360      28.2352
  388      6638.2731   1664470898.0649  -0.1600   0.0040      1.3760      27.2824
  389      6653.9455   1664470913.7373  -0.1600   0.0032      1.1300      26.9224
  390      6656.4404   1664470916.2323  -0.1600   0.0032      5.3120      28.1712
  391      6669.2957   1664470929.0876  -0.0720   0.0032      3.8240      28.9696
  392      6678.2843   1664470938.0761  -0.1200   0.0032      0.8220      28.6080
  393      6679.3747   1664470939.1665  -0.1600   0.0032      1.2760      27.5008
  394      6682.0906   1664470941.8824  -0.1488   0.0032      1.9300      27.1600
  395      6693.1146   1664470952.9064  -0.1600   0.0032      0.7200      27.8608
  396      6700.9087   1664470960.7005  -0.0840   0.0032      6.1480      27.9880
  397      6702.6176   1664470962.4094  -0.1600   0.0040      0.9040      26.9392
  398      6735.9339   1664470995.7258  -0.0752   0.0032      0.9640      28.4992
  399      6746.7446   1664471006.5364  -0.1520   0.0032      1.2080      27.7192
  400      6783.1173   1664471042.9091  -0.0608   0.0032     11.1040      28.7632
  401      6813.7977   1664471073.5895  -0.1600   0.0032      3.2240      28.1008
  402      6825.4296   1664471085.2214  -0.1600   0.0032      1.0260      27.5208
  403      6827.3296   1664471087.1214  -0.1600   0.0032      0.6820      27.7480
  404      6833.6929   1664471093.4847  -0.1496   0.0032      1.8900      28.2104
  405      6836.0021   1664471095.7939  -0.1600   0.0032      6.4140      28.5424
  406      6840.1232   1664471099.9151  -0.1600   0.0032      0.5880      28.1856
  407      6840.3844   1664471100.1763  -0.1600   0.0032      0.7200      28.3408
  408      6844.5266   1664471104.3184  -0.0904   0.0032      0.6900      28.3472
  409      6860.4084   1664471120.2002  -0.0416   0.0032      3.7500      28.7832
  410      6862.9234   1664471122.7152  -0.1424   0.0032      0.9600      27.7768
  411      6901.7341   1664471161.5259  -0.1104   0.0032      4.5100      28.7040
  412      6905.0671   1664471164.8590  -0.1248   0.0032      0.5960      28.6568
  413      6908.3820   1664471168.1738  -0.1248   0.0032      1.4420      27.7304
  414      6955.0789   1664471214.8708  -0.0952   0.0032      1.1360      27.5632
  415      6957.3976   1664471217.1895  -0.1600   0.0040      0.8200      27.8704
  416      6982.7937   1664471242.5855  -0.0944   0.0032      3.2380      28.9488
  417      6990.7825   1664471250.5743  -0.1600   0.0032      8.1580      27.5272
  418      7007.2734   1664471267.0652  -0.0672   0.0032      7.8160      28.9528
  419      7013.2484   1664471273.0403  -0.1600   0.0032      3.7440      26.7144
  420      7023.2549   1664471283.0468  -0.1600   0.0032      1.9360      28.2632
  421      7031.4418   1664471291.2336  -0.0936   0.0032      0.9120      28.7256
  422      7065.7727   1664471325.5645  -0.1600   0.0032      3.4220      27.8768
  423      7076.6144   1664471336.4062  -0.1448   0.0032      1.0740      27.8600
  424      7106.0804   1664471365.8722  -0.1600   0.0032      0.5020      27.9464
  425      7126.6198   1664471386.4117  -0.1352   0.0032      2.1500      28.9040
  426      7127.3095   1664471387.1013  -0.1176   0.0032      2.5840      29.2904
  427      7141.3549   1664471401.1467  -0.1600   0.0032      7.2140      28.3272
  428      7151.9675   1664471411.7593  -0.0992   0.0032      1.2260      29.3648
  429      7204.5383   1664471464.3301  -0.1016   0.0032      5.2620      29.0320
  430      7204.9882   1664471464.7801  -0.1376   0.0032      3.9640      27.5704
  431      7230.0028   1664471489.7946  -0.1600   0.0032      1.5220      28.8968
  432      7231.9189   1664471491.7108  -0.0904   0.0032      2.2280      28.4640
  433      7232.3587   1664471492.1505  -0.1448   0.0032      1.4100      28.5864
  434      7243.1663   1664471502.9581  -0.0896   0.0032      0.9720      28.9552
  435      7254.2002   1664471513.9920  -0.1192   0.0032      4.6800      27.8712
  436      7262.1763   1664471521.9681  -0.1296   0.0032      2.1040      28.7312
  437      7264.2754   1664471524.0672  -0.0688   0.0032      0.6660      28.2064
  438      7311.9974   1664471571.7892  -0.1384   0.0040      1.4920      28.1168
  439      7336.8074   1664471596.5993  -0.1416   0.0032      4.0940      28.2240
  440      7367.7036   1664471627.4955  -0.1600   0.0032      1.7920      28.0536
  441      7403.6514   1664471663.4433  -0.1064   0.0032      1.3740      27.8824
  442      7411.6450   1664471671.4369  -0.1600   0.0032      3.0720      28.7152
  443      7468.0668   1664471727.8586  -0.1600   0.0032      2.5240      28.6928
  444      7475.4297   1664471735.2215  -0.1600   0.0032      3.0100      28.6864
  445      7478.9581   1664471738.7499  -0.1128   0.0032      1.4440      28.5144
  446      7486.1170   1664471745.9089  -0.1600   0.0040      1.2700      28.2640
  447      7497.3437   1664471757.1355  -0.1208   0.0032      2.6940      28.1880
  448      7515.2731   1664471775.0650  -0.1600   0.0032      0.6020      28.3440
  449      7520.6037   1664471780.3955  -0.1600   0.0040      5.1140      29.4680
  450      7577.6582   1664471837.4500  -0.1600   0.0040      3.6880      29.1528
  451      7599.2168   1664471859.0087  -0.1600   0.0040      0.6080      28.3328
  452      7651.8295   1664471911.6213  -0.1216   0.0032      0.8740      28.2272
  453      7665.6739   1664471925.4657  -0.1248   0.0032      1.4360      28.6344
  454      7666.3858   1664471926.1777  -0.1416   0.0032      6.4900      28.7992
  455      7670.0952   1664471929.8870  -0.1600   0.0032      0.9980      28.4056
  456      7674.4234   1664471934.2152  -0.0544   0.0032      0.6720      28.9240
  457      7686.6701   1664471946.4619  -0.1032   0.0032      0.6820      27.7824
  458      7703.7888   1664471963.5806  -0.0736   0.0032      4.6980      28.6952
  459      7709.5304   1664471969.3223  -0.1448   0.0032      1.7960      28.4232
  460      7720.1529   1664471979.9447  -0.0760   0.0032      3.6220      28.6816
  461      7729.9446   1664471989.7365  -0.1128   0.0032      1.9360      28.4952
  462      7738.3367   1664471998.1285  -0.0664   0.0032      1.1580      28.6048
  463      7807.5445   1664472067.3364  -0.1600   0.0032      2.5640      28.4832
  464      7820.9992   1664472080.7910  -0.0952   0.0032      1.4620      28.7720
  465      7876.2061   1664472135.9979  -0.1600   0.0040      0.5280      29.0192
  466      7898.1672   1664472157.9590  -0.1200   0.0032      2.6780      28.2488
  467      7909.1983   1664472168.9901  -0.1448   0.0032      0.8180      28.7264
  468      7922.0524   1664472181.8443  -0.1504   0.0032      0.6580      27.8040
  469      7931.4751   1664472191.2669  -0.0632   0.0032      1.4560      29.3176
  470      7932.1366   1664472191.9284  -0.1496   0.0032      6.7200      28.0584
  471      7955.1202   1664472214.9120  -0.0584   0.0032      5.2140      29.3120
  472      7989.4518   1664472249.2437  -0.1200   0.0032      1.1540      27.7880
  473      8028.2564   1664472288.0483  -0.1600   0.0032      1.8680      28.9280
  474      8037.0460   1664472296.8378  -0.1600   0.0032      0.8160      28.0048
  475      8054.7679   1664472314.5597  -0.1040   0.0032      2.4960      28.2400
  476      8086.0588   1664472345.8507  -0.1040   0.0032      2.9160      28.6264
  477      8097.0873   1664472356.8791  -0.1016   0.0032      4.9960      28.2280
  478      8129.8078   1664472389.5996  -0.0688   0.0032      1.1560      28.8440
  479      8130.6878   1664472390.4797  -0.1392   0.0032      6.6480      28.3672
  480      8133.3872   1664472393.1790  -0.1600   0.0032      2.4380      27.8968
  481      8143.8176   1664472403.6094  -0.1600   0.0032      4.3560      27.9568
  482      8145.5100   1664472405.3018  -0.0864   0.0032      2.2900      28.8880
  483      8151.0558   1664472410.8476  -0.1600   0.0040      2.2040      29.3672
  484      8159.8441   1664472419.6359  -0.1016   0.0032      0.8080      28.3184
  485      8163.7770   1664472423.5688  -0.0648   0.0032      1.3120      29.1080
  486      8169.3421   1664472429.1339  -0.1304   0.0032      8.6520      27.8656
  487      8171.6313   1664472431.4231  -0.1600   0.0032      1.2440      28.4768
  488      8197.2610   1664472457.0529  -0.0648   0.0032      4.2360      28.9296
  489      8197.9413   1664472457.7331  -0.1600   0.0080      0.6840      35.2608
  490      8222.7545   1664472482.5463  -0.1600   0.0032      1.0980      28.9048
  491      8226.4631   1664472486.2549  -0.1096   0.0032      4.3620      28.6344
  492      8226.7131   1664472486.5050  -0.1600   0.0032      5.7600      28.2144
  493      8261.0674   1664472520.8592  -0.0528   0.0032      0.5740      28.4728
  494      8290.3434   1664472550.1352  -0.1600   0.0040      6.0760      28.1904
  495      8297.4977   1664472557.2895  -0.1600   0.0032      2.9940      28.5240
  496      8300.2162   1664472560.0080  -0.0680   0.0032      2.1820      28.1640
  497      8336.7858   1664472596.5776  -0.1456   0.0032      1.4800      28.3328
  498      8338.2760   1664472598.0679  -0.0704   0.0032      1.2600      28.0208
  499      8346.0528   1664472605.8446  -0.1088   0.0032     11.7300      28.4000
  500      8346.3191   1664472606.1110  -0.1600   0.0032      8.2140      28.3336
  501      8384.3057   1664472644.0975  -0.1184   0.0032      3.9400      28.1704
  502      8397.1698   1664472656.9616  -0.1480   0.0032      0.8920      27.7104
  503      8430.8966   1664472690.6884  -0.1600   0.0040      0.8400      29.0128
  504      8450.2287   1664472710.0205  -0.1024   0.0032      1.8920      28.6352
  505      8464.2810   1664472724.0728  -0.1600   0.0040      2.2640      28.3720
  506      8468.0017   1664472727.7935  -0.0720   0.0032      1.5240      28.9424
  507      8469.9011   1664472729.6929  -0.0448   0.0032      3.3120      28.7136
  508      8482.9457   1664472742.7375  -0.1272   0.0040      1.4440      29.1248
  509      8488.2883   1664472748.0801  -0.1176   0.0032      0.7080      28.3816
  510      8495.8497   1664472755.6416  -0.0424   0.0032      6.9780      28.7176
  511      8542.1394   1664472801.9312  -0.0960   0.0032      1.7340      28.0720
  512      8548.7097   1664472808.5015  -0.1496   0.0032      0.8900      27.4888
  513      8561.3451   1664472821.1369  -0.1240   0.0032      3.6660      28.4728
  514      8570.3572   1664472830.1491  -0.1600   0.0032      2.1220      28.7824
  515      8593.1163   1664472852.9082  -0.0992   0.0032      1.6700      29.1008
  516      8620.5611   1664472880.3530  -0.1520   0.0032      0.5460      27.9184
  517      8630.1519   1664472889.9438  -0.1488   0.0032      0.8800      27.6288
  518      8646.8539   1664472906.6458  -0.1448   0.0032      2.4840      28.0808
  519      8657.6770   1664472917.4689  -0.1600   0.0032      6.7460      28.1184
  520      8662.6387   1664472922.4305  -0.1600   0.0032      0.7560      27.6464
  521      8685.0104   1664472944.8022  -0.1600   0.0032      0.7480      27.3432
  522      8694.4219   1664472954.2137  -0.1600   0.0032      0.9720      28.2744
  523      8695.5333   1664472955.3251  -0.1256   0.0032      0.6140      29.1440
  524      8708.5936   1664472968.3855  -0.0456   0.0032      7.8740      29.5936
  525      8735.0478   1664472994.8396  -0.1600   0.0040      2.7840      27.2296
  526      8739.9953   1664472999.7871  -0.1056   0.0032      0.9300      28.5808
  527      8748.7782   1664473008.5700  -0.1600   0.0040      1.1920      27.8304
  528      8758.1912   1664473017.9830  -0.1600   0.0040      2.9460      28.8000
  529      8776.9151   1664473036.7070  -0.1600   0.0040      0.8560      29.3152
  530      8790.5709   1664473050.3628  -0.0384   0.0032      3.0900      29.1408
  531      8818.6068   1664473078.3987  -0.0336   0.0032      0.5660      29.2432
  532      8852.5392   1664473112.3310  -0.0528   0.0032      5.5380      29.2976
  533      8866.9958   1664473126.7877  -0.1128   0.0032      1.9300      27.6544
  534      8915.9287   1664473175.7205  -0.1600   0.0032      3.5360      28.6840
  535      8949.0462   1664473208.8381  -0.1424   0.0032      1.1560      27.9280
  536      8951.1417   1664473210.9335  -0.1368   0.0032      4.7540      28.1896
  537      8952.4315   1664473212.2234  -0.1408   0.0032      9.1160      28.3936
  538      8992.0489   1664473251.8407  -0.1344   0.0032      1.1660      28.1408
  539      9008.7408   1664473268.5326  -0.1600   0.0040      0.6920      27.4752
  540      9051.4000   1664473311.1918  -0.0648   0.0032      3.6960      28.6328
  541      9054.9307   1664473314.7225  -0.1600   0.0040      1.2760      28.7968
  542      9062.7025   1664473322.4943  -0.1600   0.0032      7.0540      27.7248
  543      9086.4962   1664473346.2880  -0.0648   0.0032      1.4760      28.4080
  544      9144.5389   1664473404.3307  -0.1200   0.0032      0.5000      28.8752
  545      9147.4431   1664473407.2350  -0.0816   0.0032      2.7060      28.3128
  546      9204.4733   1664473464.2651  -0.1600   0.0032      1.6780      28.0240
  547      9205.1640   1664473464.9558  -0.1600   0.0032      5.0380      28.1464
  548      9231.7859   1664473491.5778  -0.1600   0.0040      0.6280      26.2120
  549      9235.7151   1664473495.5069  -0.1600   0.0128      0.6600      43.7088
  550      9248.5692   1664473508.3610  -0.1456   0.0040      1.1820      28.7888
  551      9303.7827   1664473563.5745  -0.1600   0.0104      0.6660      42.1448
  552      9308.1141   1664473567.9059  -0.0528   0.0032      3.5920      28.6032
  553      9325.0252   1664473584.8170  -0.0688   0.0032      1.9820      28.0680
  554      9375.1851   1664473634.9770  -0.1208   0.0032      0.6560      28.9040
  555      9376.6748   1664473636.4667  -0.0952   0.0032      5.0120      28.6112
  556      9427.0416   1664473686.8334  -0.0384   0.0032      1.4320      29.5976
  557      9457.1142   1664473716.9060  -0.1504   0.0032      0.8920      28.2400
  558      9486.1868   1664473745.9786  -0.0696   0.0032      4.8820      28.9400
  559      9489.9173   1664473749.7091  -0.1600   0.0032      1.4600      28.8456
  560      9561.1485   1664473820.9403  -0.0872   0.0032      0.6040      29.5016
  561      9581.3036   1664473841.0954  -0.0888   0.0032      2.2780      28.4848
  562      9595.3774   1664473855.1692  -0.0944   0.0032      0.9880      29.7144
  563      9596.4670   1664473856.2588  -0.1600   0.0096      0.6600      41.2512
  564      9620.2779   1664473880.0697  -0.0552   0.0032      0.8180      29.3072
  565      9668.1981   1664473927.9899  -0.1528   0.0032      5.4760      27.9040
  566      9673.3378   1664473933.1296  -0.1600   0.0040      1.8460      29.5048
  567      9698.5322   1664473958.3241  -0.1600   0.0032     10.8780      27.8168
  568      9701.0610   1664473960.8528  -0.0360   0.0032      6.6120      29.2704
  569      9736.0082   1664473995.8000  -0.1168   0.0032      3.3660      27.9904
  570      9805.6036   1664474065.3955  -0.0464   0.0032      0.5120      28.5136
  571      9810.3383   1664474070.1301  -0.1600   0.0088      0.6720      38.3768
  572      9827.8428   1664474087.6347  -0.1600   0.0040      0.7900      27.7744
  573      9829.9403   1664474089.7321  -0.1600   0.0040      4.2540      26.8016
  574      9852.5161   1664474112.3080  -0.1192   0.0032      7.8760      28.4296
  575      9878.9630   1664474138.7548  -0.0816   0.0032      7.6040      28.2880
  576      9894.6548   1664474154.4467  -0.1600   0.0032      1.2000      27.5184
  577      9907.2939   1664474167.0858  -0.1600   0.0032      1.0500      27.9904
  578      9921.3585   1664474181.1503  -0.0872   0.0032      4.4300      28.2728
  579      9953.4615   1664474213.2533  -0.1336   0.0032      1.5900      28.4584
  580      9966.3024   1664474226.0942  -0.1224   0.0032      2.4100      28.1192
  581      9980.7739   1664474240.5657  -0.1600   0.0032      4.0760      28.4544
  582      9987.3518   1664474247.1437  -0.1208   0.0032      1.2040      28.4000
  583     10010.3231   1664474270.1150  -0.1536   0.0032      3.3460      28.6496
  584     10017.7138   1664474277.5057  -0.1200   0.0032      0.9780      27.7912
  585     10043.9401   1664474303.7319  -0.1600   0.0040      0.8360      27.9272
  586     10090.2481   1664474350.0399  -0.1600   0.0040      0.9580      28.3816
  587     10141.0264   1664474400.8182  -0.1248   0.0032      2.8740      27.7088
  588     10149.8404   1664474409.6322  -0.1600   0.0032      0.8140      28.0064
  589     10153.7670   1664474413.5588  -0.0856   0.0032      1.0860      28.7432
  590     10250.5382   1664474510.3300  -0.1208   0.0032      3.8420      28.1688
  591     10270.2640   1664474530.0559  -0.1056   0.0032      7.7880      27.9256
  592     10283.3170   1664474543.1089  -0.1600   0.0032      1.8780      28.0424
  593     10287.2513   1664474547.0432  -0.1600   0.0032      1.1520      27.3824
  594     10297.2635   1664474557.0553  -0.1456   0.0032      1.1040      28.0056
  595     10302.8239   1664474562.6158  -0.0424   0.0032      4.4820      28.0688
  596     10321.1327   1664474580.9245  -0.0736   0.0032      0.5140      28.8480
  597     10340.0922   1664474599.8841  -0.0552   0.0032      4.3500      28.9336
  598     10348.6986   1664474608.4904  -0.0888   0.0032      0.9860      28.8032
  599     10371.0686   1664474630.8604  -0.1600   0.0040      2.2360      27.7472
  600     10375.4072   1664474635.1990  -0.1600   0.0032      1.7440      27.2328
  601     10407.9114   1664474667.7033  -0.1376   0.0032      3.7420      27.4736
  602     10414.0786   1664474673.8704  -0.1600   0.0040      1.6640      27.9432
  603     10433.2086   1664474693.0005  -0.1600   0.0032      3.5600      27.4392
  604     10440.7839   1664474700.5757  -0.1448   0.0032      5.4440      27.5944
  605     10447.5621   1664474707.3539  -0.1600   0.0032      6.5920      27.5112
  606     10467.5000   1664474727.2918  -0.1256   0.0032      2.3580      28.2616
  607     10520.4758   1664474780.2677  -0.1600   0.0032      9.3720      26.7712
  608     10524.4110   1664474784.2028  -0.0960   0.0032      2.9800      27.2568
  609     10539.4829   1664474799.2748  -0.0808   0.0032      3.6060      28.1000
  610     10541.1745   1664474800.9663  -0.0912   0.0032      2.9420      28.1104
  611     10562.7330   1664474822.5248  -0.1600   0.0032      1.4840      27.8608
  612     10576.8100   1664474836.6018  -0.1040   0.0032      4.4720      27.9080
  613     10593.7229   1664474853.5147  -0.1600   0.0032      1.5160      27.0256
  614     10622.5897   1664474882.3815  -0.1280   0.0032      1.2760      28.3872
  615     10640.0835   1664474899.8753  -0.1600   0.0040      0.6800      29.0136
  616     10642.7952   1664474902.5870  -0.1280   0.0032      4.0560      27.9056
  617     10647.9242   1664474907.7161  -0.1424   0.0032      5.0720      27.2576
  618     10685.5074   1664474945.2992  -0.1256   0.0032      0.8040      28.4400
  619     10689.0423   1664474948.8342  -0.0864   0.0032      3.2160      29.0432
  620     10706.3246   1664474966.1164  -0.1136   0.0032     11.4320      28.0400
  621     10715.1188   1664474974.9106  -0.1600   0.0032      1.0820      27.7320
  622     10717.6175   1664474977.4094  -0.0408   0.0032      2.3420      28.2768
  623     10732.5002   1664474992.2920  -0.0480   0.0032      2.9560      28.1184
  624     10744.7393   1664475004.5311  -0.0640   0.0032      6.2680      29.0272
  625     10751.5065   1664475011.2983  -0.1600   0.0032      0.7760      27.4096
  626     10755.2200   1664475015.0119  -0.1288   0.0032      0.6880      28.0976
  627     10765.2202   1664475025.0120  -0.0544   0.0032      2.9780      29.1320
  628     10767.5222   1664475027.3141  -0.1600   0.0040      1.1240      28.3120
  629     10812.5990   1664475072.3908  -0.1504   0.0032      3.7800      28.2616
  630     10821.3823   1664475081.1741  -0.0792   0.0032      0.8140      28.4272
  631     10889.1876   1664475148.9794  -0.1248   0.0032      2.3400      28.4416
  632     10891.6804   1664475151.4722  -0.1088   0.0032      1.1640      28.2296
  633     10930.2730   1664475190.0648  -0.1600   0.0040      0.6620      28.8312
  634     10950.2054   1664475209.9973  -0.1440   0.0032      8.5200      28.2024
  635     10950.4458   1664475210.2376  -0.1096   0.0032      0.6020      28.0672
  636     10952.3652   1664475212.1570  -0.0624   0.0032      3.4040      29.1312
  637     10954.2540   1664475214.0459  -0.1448   0.0032      1.5380      28.1640
  638     10971.1812   1664475230.9730  -0.1312   0.0032      0.7500      27.7584
  639     10976.9417   1664475236.7335  -0.1224   0.0032      1.8600      28.5248
  640     10978.8353   1664475238.6272  -0.0928   0.0032      1.1800      28.1528
  641     10991.0640   1664475250.8559  -0.0808   0.0032      8.2000      28.8488
  642     10991.7541   1664475251.5460  -0.1432   0.0032      1.0780      27.7840
  643     10994.8729   1664475254.6648  -0.0920   0.0032      4.8500      28.6008
  644     11000.2108   1664475260.0026  -0.0752   0.0032      1.3520      29.1472
  645     11008.2120   1664475268.0039  -0.0536   0.0032      1.8660      29.1064
  646     11013.9564   1664475273.7482  -0.1600   0.0032      2.9200      27.3224
  647     11030.4512   1664475290.2430  -0.1600   0.0032      6.0780      28.0168
  648     11036.7981   1664475296.5900  -0.0552   0.0032      2.2440      28.9248
  649     11046.0134   1664475305.8052  -0.1600   0.0040      2.8500      28.4344
  650     11058.4463   1664475318.2381  -0.1240   0.0032      4.4060      27.6312
  651     11072.9157   1664475332.7076  -0.1232   0.0032      0.8460      28.5848
  652     11082.9348   1664475342.7267  -0.1600   0.0040      2.4120      27.6088
  653     11116.4682   1664475376.2600  -0.1480   0.0032      2.3960      29.0920
  654     11134.9972   1664475394.7890  -0.1344   0.0032      2.2660      28.7536
  655     11155.3338   1664475415.1257  -0.0784   0.0032      1.1800      29.1696
  656     11199.8127   1664475459.6045  -0.1072   0.0032      2.8980      28.4824
  657     11207.3926   1664475467.1844  -0.1208   0.0032      3.0120      28.1128
  658     11227.9479   1664475487.7397  -0.1600   0.0088      0.6740      40.1144
  659     11246.0551   1664475505.8469  -0.1600   0.0040      1.4740      28.5400
  660     11265.3932   1664475525.1850  -0.1600   0.0032      1.3400      28.6800
  661     11268.5177   1664475528.3095  -0.1336   0.0032      3.2680      28.3408
  662     11298.2044   1664475557.9962  -0.1584   0.0032      3.5000      28.8056
  663     11313.6922   1664475573.4840  -0.1328   0.0032      1.1060      27.0712
  664     11332.2161   1664475592.0080  -0.1584   0.0032      1.8540      28.0040
  665     11363.1094   1664475622.9012  -0.1592   0.0040      2.9960      28.3816
  666     11376.1503   1664475635.9421  -0.0976   0.0032      3.6820      28.5080
  667     11386.9998   1664475646.7916  -0.1496   0.0040      2.7600      28.2808
  668     11394.3660   1664475654.1578  -0.1600   0.0032      0.9140      28.4712
  669     11422.0116   1664475681.8034  -0.1600   0.0032      1.9780      27.0520
  670     11423.1016   1664475682.8935  -0.0704   0.0032      3.6860      29.1280
  671     11484.7908   1664475744.5827  -0.1448   0.0032      4.6460      28.6136
  672     11487.8994   1664475747.6912  -0.0520   0.0032      0.5480      29.0808
  673     11521.0164   1664475780.8082  -0.1008   0.0032      3.0780      27.7832
  674     11522.3088   1664475782.1006  -0.1600   0.0040      1.1180      28.6912
  675     11522.5496   1664475782.3414  -0.1600   0.0032      2.5980      28.8168
  676     11525.8768   1664475785.6687  -0.0912   0.0032      0.5560      28.7752
  677     11528.1927   1664475787.9845  -0.1144   0.0032      1.2500      27.7960
  678     11584.4232   1664475844.2150  -0.0576   0.0032      1.2160      28.6496
  679     11594.0374   1664475853.8292  -0.1600   0.0040      0.7140      28.0432
  680     11594.7230   1664475854.5148  -0.1600   0.0040      0.9640      28.5024
  681     11625.4266   1664475885.2184  -0.1160   0.0032      0.7860      28.4552
  682     11627.3357   1664475887.1275  -0.1600   0.0040      2.2100      28.1024
  683     11631.2453   1664475891.0371  -0.0896   0.0032      5.5900      29.0040
  684     11673.2915   1664475933.0834  -0.1440   0.0032      1.0120      28.0848
  685     11674.3792   1664475934.1710  -0.1600   0.0040      2.1200      27.4656
  686     11680.7517   1664475940.5436  -0.1600   0.0032      2.3540      28.4240
  687     11685.5065   1664475945.2983  -0.1064   0.0032      0.9640      28.8488
  688     11688.2051   1664475947.9969  -0.1600   0.0032      7.8160      28.6024
  689     11701.4709   1664475961.2627  -0.0992   0.0032      2.9480      28.8688
  690     11702.5623   1664475962.3541  -0.1600   0.0032      3.8700      27.9240
  691     11743.3857   1664476003.1776  -0.0920   0.0032      1.4020      29.0736
  692     11767.3742   1664476027.1660  -0.1600   0.0032      1.3640      27.8072
  693     11768.2640   1664476028.0559  -0.1600   0.0032      2.0580      27.9728
  694     11794.6875   1664476054.4793  -0.1448   0.0032      1.1340      28.4728
  695     11828.6237   1664476088.4156  -0.1232   0.0032      0.7160      28.8608
  696     11845.1131   1664476104.9049  -0.0696   0.0032      1.3160      28.9904
  697     11861.1955   1664476120.9873  -0.1600   0.0032      3.2280      28.1864
  698     11877.8914   1664476137.6833  -0.1280   0.0032      6.8560      28.1352
  699     11881.0164   1664476140.8082  -0.1104   0.0032      1.8520      27.9776
  700     11888.8001   1664476148.5919  -0.1600   0.0032      3.4680      28.3152
  701     11898.0083   1664476157.8002  -0.0976   0.0032      0.7260      28.2920
  702     11914.7030   1664476174.4948  -0.1600   0.0032      4.4540      28.3576
  703     11920.0434   1664476179.8352  -0.0320   0.0032      1.1380      28.7760
  704     11933.9358   1664476193.7276  -0.1600   0.0032      2.6760      28.2576
  705     11943.5249   1664476203.3167  -0.1376   0.0032      5.0980      28.6056
  706     11970.7743   1664476230.5661  -0.1600   0.0032      4.5460      28.6568
  707     12001.6571   1664476261.4489  -0.1600   0.0040      1.6600      29.1848
  708     12024.4346   1664476284.2264  -0.0880   0.0032      0.6340      28.8984
  709     12026.7262   1664476286.5180  -0.0856   0.0032     10.0280      28.6760
  710     12068.7676   1664476328.5594  -0.0848   0.0032      2.2720      29.2760
  711     12117.2948   1664476377.0867  -0.1176   0.0032      1.2420      28.2648
  712     12131.5636   1664476391.3554  -0.1136   0.0032      2.1080      28.8600
  713     12142.9964   1664476402.7882  -0.1368   0.0032      2.0280      28.2616
  714     12150.1747   1664476409.9665  -0.1600   0.0096      0.6680      39.6416
  715     12168.7009   1664476428.4928  -0.1600   0.0032      5.7400      27.4728
  716     12181.3612   1664476441.1530  -0.1600   0.0032      2.2700      28.4208
  717     12197.0439   1664476456.8357  -0.0992   0.0032      0.5080      28.1640
  718     12222.4728   1664476482.2646  -0.1296   0.0032      0.5500      27.2392
  719     12229.6355   1664476489.4273  -0.1600   0.0032      5.8760      27.4872
  720     12259.2998   1664476519.0917  -0.1600   0.0032      2.4580      27.5744
  721     12288.5655   1664476548.3574  -0.1480   0.0032      1.2340      28.6632
  722     12306.5125   1664476566.3043  -0.0600   0.0032      4.2980      29.1984
  723     12308.8120   1664476568.6039  -0.1600   0.0032      0.7100      28.0016
  724     12312.7556   1664476572.5474  -0.1600   0.0040      1.5580      28.4024
  725     12333.9178   1664476593.7096  -0.1032   0.0032      2.9400      28.3968
  726     12338.0360   1664476597.8279  -0.1600   0.0032      3.9280      28.3032
  727     12347.8421   1664476607.6339  -0.1600   0.0040      2.2880      27.9680
  728     12372.2572   1664476632.0490  -0.1072   0.0032      2.5460      29.0080
  729     12372.7080   1664476632.4998  -0.1384   0.0032      1.6440      27.9432
  730     12382.7215   1664476642.5134  -0.1352   0.0032      4.6080      28.2104
