Data taking started at   1664464259.7918 seconds (2022-09-29 11:10:59.791836)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
 1094     18955.3897   1664483215.1815  -0.0928   0.0032      1.0560      28.4056
 1095     18987.3013   1664483247.0931  -0.1080   0.0032      0.6040      28.3984
 1096     18996.2949   1664483256.0867  -0.1600   0.0032      5.3800      28.1232
 1097     19009.3412   1664483269.1330  -0.1408   0.0032      4.0960      27.7816
 1098     19020.1605   1664483279.9523  -0.1320   0.0032      0.9440      27.7216
 1099     19046.8204   1664483306.6122  -0.1600   0.0040      1.3060      29.0984
 1100     19051.9774   1664483311.7692  -0.0464   0.0032      2.4220      28.8320
 1101     19054.8960   1664483314.6879  -0.1168   0.0032      5.2960      28.2984
 1102     19065.1190   1664483324.9108  -0.0576   0.0032     11.4620      28.5920
 1103     19073.9119   1664483333.7037  -0.1600   0.0040      2.5460      28.5504
 1104     19099.3246   1664483359.1165  -0.1368   0.0032      1.1820      28.8488
 1105     19107.5209   1664483367.3127  -0.1552   0.0032      5.3000      28.5200
 1106     19109.2105   1664483369.0024  -0.1600   0.0040      2.3580      28.6920
 1107     19121.0469   1664483380.8387  -0.0880   0.0032      0.6180      29.0184
 1108     19123.5697   1664483383.3615  -0.0656   0.0032      5.9900      28.8656
 1109     19131.9479   1664483391.7397  -0.1104   0.0032      1.5860      28.1944
 1110     19134.6686   1664483394.4605  -0.0880   0.0032      6.9960      28.6608
 1111     19164.9436   1664483424.7355  -0.1352   0.0032      2.0960      28.7056
 1112     19183.6816   1664483443.4734  -0.1600   0.0032      2.3940      28.2072
 1113     19188.4137   1664483448.2055  -0.1176   0.0032      3.1820      27.6864
 1114     19193.5582   1664483453.3501  -0.1600   0.0096      0.6740      41.3544
 1115     19193.9980   1664483453.7898  -0.1176   0.0032      1.1800      28.6944
 1116     19196.9072   1664483456.6991  -0.1600   0.0032      0.6880      28.6632
 1117     19203.2612   1664483463.0531  -0.0752   0.0032      1.5220      29.5168
 1118     19231.1145   1664483490.9063  -0.1520   0.0032      4.5920      28.2496
 1119     19233.4134   1664483493.2053  -0.1592   0.0040      0.7860      28.8744
 1120     19261.0785   1664483520.8703  -0.1008   0.0032      2.7940      28.7920
 1121     19262.9696   1664483522.7614  -0.1384   0.0032      4.0840      28.7584
 1122     19302.5873   1664483562.3791  -0.1200   0.0032      1.0660      28.5960
 1123     19307.3155   1664483567.1074  -0.1600   0.0040      2.0920      29.1536
 1124     19327.6706   1664483587.4624  -0.1144   0.0032      3.0340      28.4008
 1125     19345.5912   1664483605.3830  -0.1600   0.0032      0.9360      27.7904
 1126     19369.7996   1664483629.5914  -0.0712   0.0032      1.4020      28.5872
 1127     19379.6010   1664483639.3928  -0.1576   0.0032      1.9580      28.4688
 1128     19401.5729   1664483661.3647  -0.1264   0.0032      1.5940      27.9184
 1129     19402.4395   1664483662.2313  -0.1120   0.0032      0.6260      28.8480
 1130     19440.4191   1664483700.2109  -0.1600   0.0032      1.5100      28.9344
 1131     19450.0411   1664483709.8329  -0.1240   0.0032      3.1260      28.5152
 1132     19461.2651   1664483721.0569  -0.1256   0.0032      8.7340      27.9504
 1133     19481.2190   1664483741.0108  -0.1600   0.0040      1.2120      29.0296
 1134     19487.1663   1664483746.9581  -0.1584   0.0032      2.4520      28.5960
 1135     19496.1598   1664483755.9516  -0.0936   0.0032      2.7640      29.0728
 1136     19504.3494   1664483764.1412  -0.0664   0.0032      1.3440      29.0544
 1137     19505.6394   1664483765.4312  -0.1600   0.0032      1.9800      28.9144
 1138     19507.1449   1664483766.9367  -0.0840   0.0032      0.8360      28.8464
 1139     19507.8344   1664483767.6262  -0.1008   0.0032      1.5620      29.2792
 1140     19508.5144   1664483768.3062  -0.1600   0.0032      1.3380      29.1152
 1141     19546.9064   1664483806.6982  -0.1600   0.0032      0.6400      28.1528
 1142     19553.0685   1664483812.8604  -0.1008   0.0032      8.8300      28.8296
 1143     19609.2985   1664483869.0903  -0.0696   0.0032      7.9920      28.6400
 1144     19612.2015   1664483871.9934  -0.1336   0.0032      2.3460      28.3008
 1145     19615.5123   1664483875.3041  -0.0744   0.0032      1.5740      29.3808
 1146     19634.8353   1664483894.6272  -0.1600   0.0032      4.0640      27.8984
 1147     19648.6911   1664483908.4829  -0.1184   0.0040      0.6400      28.8008
 1148     19656.0689   1664483915.8607  -0.1160   0.0032      2.9300      28.8392
 1149     19657.3639   1664483917.1558  -0.1280   0.0032      2.5260      28.2504
 1150     19699.6014   1664483959.3932  -0.1600   0.0032      2.4080      28.8672
 1151     19744.9014   1664484004.6932  -0.1600   0.0032      1.1300      28.1552
 1152     19783.9100   1664484043.7018  -0.0848   0.0032      1.2920      29.0960
 1153     19805.4839   1664484065.2758  -0.1040   0.0032      5.1320      29.1912
 1154     19813.8642   1664484073.6560  -0.0712   0.0032      1.8020      29.1760
 1155     19825.0683   1664484084.8602  -0.1480   0.0032      3.7860      28.8392
 1156     19839.1169   1664484098.9087  -0.1600   0.0040      4.1920      28.9296
 1157     19847.5138   1664484107.3056  -0.1080   0.0032      0.5840      27.9496
 1158     19851.8455   1664484111.6373  -0.1408   0.0032      0.6580      28.7408
 1159     19864.9287   1664484124.7205  -0.1576   0.0032      2.7720      27.7760
 1160     19871.0778   1664484130.8696  -0.1592   0.0032      0.7940      28.4592
 1161     19877.0295   1664484136.8213  -0.1240   0.0032     11.9480      28.5568
 1162     19884.4021   1664484144.1940  -0.1600   0.0032      1.6800      29.0384
 1163     19923.5979   1664484183.3898  -0.0808   0.0032      1.7640      28.8992
 1164     19926.3233   1664484186.1151  -0.0920   0.0032      2.3680      29.0704
 1165     19927.2033   1664484186.9951  -0.1600   0.0032      2.5960      28.7352
 1166     19973.4995   1664484233.2914  -0.1592   0.0032      1.9000      29.4360
 1167     19974.3789   1664484234.1708  -0.1600   0.0032      3.7720      28.8768
 1168     19982.7603   1664484242.5522  -0.1040   0.0032      3.1380      29.0136
 1169     19983.0307   1664484242.8226  -0.1440   0.0040      0.8420      29.3656
 1170     19995.8917   1664484255.6836  -0.1280   0.0032      1.1820      28.8688
 1171     20023.9494   1664484283.7412  -0.1600   0.0032      1.8680      28.6184
 1172     20025.8486   1664484285.6405  -0.1600   0.0040      0.9700      28.2776
 1173     20028.5734   1664484288.3652  -0.0968   0.0032      0.7040      28.1968
 1174     20045.0631   1664484304.8549  -0.1600   0.0032      1.9480      28.5584
 1175     20081.6286   1664484341.4204  -0.1600   0.0032      1.2280      29.0512
 1176     20084.3275   1664484344.1194  -0.0712   0.0032      2.4200      29.7392
 1177     20140.1529   1664484399.9447  -0.0472   0.0032      1.8620      29.5952
 1178     20157.0458   1664484416.8376  -0.1600   0.0040      3.1180      28.6464
 1179     20179.6324   1664484439.4243  -0.0784   0.0032      6.2720      29.0232
 1180     20203.2396   1664484463.0314  -0.0768   0.0032      1.3680      29.0432
 1181     20224.0004   1664484483.7922  -0.0920   0.0032      1.1840      29.1064
 1182     20229.3389   1664484489.1307  -0.1600   0.0032      2.2360      28.7552
 1183     20234.0812   1664484493.8731  -0.0600   0.0032      0.8980      29.6224
 1184     20300.6502   1664484560.4420  -0.1600   0.0040      2.4680      28.5552
 1185     20307.4251   1664484567.2169  -0.0744   0.0032      1.3640      28.1832
 1186     20325.5518   1664484585.3436  -0.1600   0.0032      3.3140      28.1848
 1187     20332.7220   1664484592.5138  -0.1440   0.0040      0.8460      27.6480
 1188     20364.6360   1664484624.4279  -0.1152   0.0032      4.2480      28.6192
 1189     20373.8302   1664484633.6220  -0.1440   0.0032      0.6940      28.8656
 1190     20377.7604   1664484637.5522  -0.0560   0.0032      1.4120      29.4848
 1191     20399.9420   1664484659.7338  -0.1136   0.0032      5.2520      28.7432
 1192     20443.3818   1664484703.1737  -0.1600   0.0040      2.1320      28.9312
 1193     20481.9744   1664484741.7663  -0.1408   0.0032      2.2980      29.0768
 1194     20498.2840   1664484758.0759  -0.1392   0.0032      1.3680      28.7256
 1195     20521.2653   1664484781.0571  -0.1600   0.0040      1.5520      28.5032
 1196     20528.6422   1664484788.4340  -0.1296   0.0032      3.5920      28.8280
 1197     20537.4538   1664484797.2457  -0.1600   0.0040      3.2380      29.0128
 1198     20570.5917   1664484830.3835  -0.0848   0.0032      0.5200      29.0776
 1199     20576.1553   1664484835.9471  -0.1528   0.0032      0.8480      28.0192
 1200     20578.0542   1664484837.8461  -0.1600   0.0032      0.8980      27.5480
 1201     20602.4374   1664484862.2293  -0.0416   0.0032      5.1860      29.0104
 1202     20617.0984   1664484876.8902  -0.1600   0.0040      3.1760      28.4688
 1203     20626.9020   1664484886.6938  -0.1600   0.0040      0.6440      28.2216
 1204     20648.2690   1664484908.0608  -0.0784   0.0032      4.0400      29.0856
 1205     20679.7774   1664484939.5693  -0.0808   0.0032      1.3360      28.8048
 1206     20680.8869   1664484940.6787  -0.1464   0.0032      0.5020      28.8144
 1207     20692.5216   1664484952.3134  -0.1432   0.0032      2.2440      29.3032
 1208     20740.4584   1664485000.2503  -0.0736   0.0032      2.5160      29.3904
 1209     20742.5687   1664485002.3606  -0.0856   0.0032      2.2580      29.1816
 1210     20750.5602   1664485010.3520  -0.1600   0.0040      1.7840      29.6216
 1211     20770.1123   1664485029.9041  -0.1600   0.0032      1.1360      29.0864
 1212     20781.9556   1664485041.7474  -0.1600   0.0032      0.6680      28.3808
 1213     20823.3774   1664485083.1693  -0.1336   0.0032      8.9640      28.1648
 1214     20842.3130   1664485102.1048  -0.1176   0.0032      2.6140      28.2664
 1215     20845.2351   1664485105.0269  -0.1544   0.0032      0.6400      28.4416
 1216     20878.9632   1664485138.7551  -0.1600   0.0032      1.0680      28.8296
 1217     20892.2240   1664485152.0158  -0.0856   0.0032      1.2780      28.4376
 1218     20905.8957   1664485165.6875  -0.1600   0.0032      4.8320      28.6952
 1219     20918.5360   1664485178.3278  -0.1200   0.0032      0.6300      29.0696
 1220     20935.8396   1664485195.6314  -0.1424   0.0040      1.4120      28.6744
 1221     20951.3098   1664485211.1016  -0.1600   0.0032      2.2580      28.4608
 1222     20965.9905   1664485225.7823  -0.1384   0.0032      1.8940      29.3360
 1223     20970.3187   1664485230.1105  -0.0976   0.0032      2.6620      29.2840
 1224     20992.0907   1664485251.8825  -0.1600   0.0040      0.7900      28.6440
 1225     21023.9919   1664485283.7837  -0.1216   0.0032      3.9200      28.8872
 1226     21024.8817   1664485284.6735  -0.1032   0.0032      3.0960      29.4680
 1227     21066.3014   1664485326.0932  -0.1392   0.0032      2.6840      29.2464
 1228     21150.4928   1664485410.2847  -0.1600   0.0032      0.7440      29.0432
 1229     21156.4404   1664485416.2323  -0.1368   0.0032      1.1800      29.5304
 1230     21157.9359   1664485417.7277  -0.1168   0.0032      3.5900      28.8488
 1231     21178.2748   1664485438.0667  -0.1600   0.0040      1.8600      28.9280
 1232     21188.8970   1664485448.6888  -0.1600   0.0040      0.6420      28.4800
 1233     21219.9816   1664485479.7734  -0.1240   0.0032      1.3620      29.1584
 1234     21236.8847   1664485496.6765  -0.1600   0.0032      0.8620      28.5536
 1235     21242.6207   1664485502.4125  -0.1552   0.0032      1.5440      29.0664
 1236     21263.3671   1664485523.1589  -0.1496   0.0032      4.5240      28.7144
 1237     21332.5634   1664485592.3552  -0.1600   0.0032      4.4260      29.3800
 1238     21339.5308   1664485599.3227  -0.1296   0.0032      5.0060      29.2160
 1239     21341.6501   1664485601.4419  -0.1600   0.0040      3.0540      29.6440
 1240     21361.5911   1664485621.3829  -0.1464   0.0032      6.2360      28.2768
 1241     21382.5543   1664485642.3462  -0.1192   0.0032      0.5320      29.0440
 1242     21405.9514   1664485665.7433  -0.1048   0.0032      1.4740      28.8576
 1243     21428.9273   1664485688.7191  -0.1248   0.0032      0.5220      28.3944
 1244     21439.7390   1664485699.5308  -0.1400   0.0032      8.7540      29.1552
 1245     21448.5250   1664485708.3169  -0.1544   0.0032      0.7300      28.7640
 1246     21457.7361   1664485717.5279  -0.1600   0.0032      9.8100      28.7496
 1247     21484.3672   1664485744.1591  -0.1296   0.0032      2.5580      29.0088
 1248     21488.7067   1664485748.4985  -0.1176   0.0032      6.0720      28.9264
 1249     21494.6849   1664485754.4767  -0.0952   0.0032      2.1040      29.0728
 1250     21505.2968   1664485765.0886  -0.1496   0.0032      1.3680      29.3152
 1251     21617.6847   1664485877.4765  -0.1024   0.0032      3.8140      29.1552
 1252     21647.1524   1664485906.9442  -0.1376   0.0032      3.9720      29.3576
 1253     21648.6514   1664485908.4432  -0.1240   0.0032      1.8220      29.3112
 1254     21673.4689   1664485933.2607  -0.0512   0.0032      3.3460      29.3064
 1255     21736.3820   1664485996.1738  -0.1600   0.0032      3.9060      28.6208
 1256     21740.5116   1664486000.3034  -0.1448   0.0032      2.7440      29.4888
 1257     21756.8033   1664486016.5951  -0.1600   0.0032      6.9020      28.1392
 1258     21762.9742   1664486022.7661  -0.1600   0.0032      4.5320      29.1408
 1259     21774.5884   1664486034.3802  -0.1600   0.0040      1.7800      29.1184
 1260     21778.1130   1664486037.9049  -0.1600   0.0040      0.6360      29.2576
 1261     21781.2414   1664486041.0332  -0.0960   0.0032      1.2720      29.2784
 1262     21817.6121   1664486077.4040  -0.0968   0.0032      2.0240      29.1024
 1263     21832.6896   1664486092.4815  -0.0992   0.0032      1.2640      28.5864
 1264     21841.8846   1664486101.6765  -0.0632   0.0032      3.0560      29.3432
 1265     21843.9835   1664486103.7753  -0.1200   0.0032      1.3600      29.1704
 1266     21878.9350   1664486138.7269  -0.0872   0.0032      1.1780      29.2696
 1267     21880.8391   1664486140.6309  -0.1200   0.0032      3.0540      28.7720
 1268     21886.8036   1664486146.5954  -0.0992   0.0032      2.2760      29.2368
 1269     21889.5222   1664486149.3140  -0.1480   0.0032      4.4180      29.6416
 1270     21944.3356   1664486204.1274  -0.1488   0.0032      6.8380      28.6488
 1271     21945.2250   1664486205.0168  -0.1280   0.0032      9.6560      28.5752
 1272     21987.8841   1664486247.6759  -0.1200   0.0032      5.4000      29.2848
 1273     21988.1240   1664486247.9158  -0.0680   0.0032      1.1460      29.6704
 1274     22010.0985   1664486269.8903  -0.1600   0.0040      2.5060      28.9152
 1275     22024.3586   1664486284.1504  -0.1592   0.0032      5.2180      28.7888
 1276     22045.0920   1664486304.8838  -0.0456   0.0032      1.4560      29.9000
 1277     22050.4323   1664486310.2241  -0.1536   0.0032      1.2880      28.8664
 1278     22055.7858   1664486315.5776  -0.1144   0.0032      0.7660      28.8816
 1279     22092.9769   1664486352.7687  -0.1600   0.0032      3.3180      28.6520
 1280     22110.2779   1664486370.0697  -0.1600   0.0040      0.6400      28.3976
 1281     22116.6260   1664486376.4178  -0.0544   0.0032      0.9320      29.6776
 1282     22121.5663   1664486381.3582  -0.1600   0.0040      3.2180      29.4608
 1283     22124.0862   1664486383.8781  -0.0928   0.0032      4.4660      28.8168
 1284     22150.7136   1664486410.5055  -0.1184   0.0032      0.6680      28.6736
 1285     22153.4165   1664486413.2083  -0.1472   0.0032      7.2500      29.4320
 1286     22173.7563   1664486433.5481  -0.1600   0.0032      2.6300      28.5848
 1287     22184.1644   1664486443.9562  -0.0912   0.0032      3.3600      29.0488
 1288     22212.4285   1664486472.2203  -0.1600   0.0040      0.9800      28.9696
 1289     22224.6615   1664486484.4533  -0.1128   0.0032      0.8140      29.0072
 1290     22243.1840   1664486502.9759  -0.1288   0.0032      0.5340      29.1160
 1291     22265.7664   1664486525.5582  -0.0904   0.0032      0.7280      29.7400
 1292     22272.1196   1664486531.9114  -0.0752   0.0032      2.7780      28.7088
 1293     22290.6205   1664486550.4124  -0.1600   0.0040      0.5820      29.0464
 1294     22333.8901   1664486593.6820  -0.1424   0.0032      1.5700      28.6736
 1295     22348.5639   1664486608.3557  -0.0560   0.0032      2.0560      28.8368
 1296     22382.0936   1664486641.8854  -0.1600   0.0040      0.6800      28.1968
 1297     22385.4154   1664486645.2072  -0.0976   0.0032      5.6560      29.3904
 1298     22401.7099   1664486661.5018  -0.1600   0.0032      9.3380      27.4912
 1299     22434.8256   1664486694.6174  -0.0568   0.0032      1.0420      29.2720
 1300     22435.7168   1664486695.5086  -0.1600   0.0040      2.8160      28.2192
 1301     22437.4180   1664486697.2098  -0.0848   0.0032      4.1380      29.0680
 1302     22448.4358   1664486708.2277  -0.1088   0.0032      0.5520      28.8472
 1303     22456.4205   1664486716.2123  -0.1600   0.0040      1.4160      28.8880
 1304     22471.9336   1664486731.7254  -0.1600   0.0032      5.1400      29.1048
 1305     22481.3155   1664486741.1073  -0.1600   0.0032      4.2380      29.1888
 1306     22496.0003   1664486755.7921  -0.0960   0.0032      1.1720      29.0696
 1307     22537.0212   1664486796.8131  -0.1600   0.0040      1.2580      28.7112
 1308     22541.5557   1664486801.3475  -0.0928   0.0032      6.2300      29.2640
 1309     22546.0999   1664486805.8917  -0.1424   0.0032      3.5820      28.1544
 1310     22570.1071   1664486829.8990  -0.1600   0.0032      2.5460      29.2096
 1311     22575.6679   1664486835.4597  -0.1456   0.0032      0.4980      28.9064
 1312     22581.4112   1664486841.2030  -0.1600   0.0040      0.6560      29.4552
 1313     22587.1581   1664486846.9499  -0.1600   0.0032      8.0380      28.7512
 1314     22655.3409   1664486915.1327  -0.0984   0.0032      1.1060      29.3632
 1315     22695.3601   1664486955.1519  -0.1280   0.0032      1.7200      29.0192
 1316     22739.8338   1664486999.6256  -0.0800   0.0032      2.9220      29.2544
 1317     22756.7431   1664487016.5350  -0.0992   0.0032      1.2820      29.1336
 1318     22801.4338   1664487061.2256  -0.1600   0.0032      1.9560      28.9632
 1319     22801.6836   1664487061.4755  -0.1480   0.0032      0.6280      28.5728
 1320     22812.1116   1664487071.9035  -0.1600   0.0032      2.7640      28.8792
 1321     22835.6975   1664487095.4894  -0.1600   0.0032      1.0740      28.4232
 1322     22855.4237   1664487115.2156  -0.0608   0.0032      1.2100      28.6392
 1323     22878.8136   1664487138.6055  -0.1600   0.0032      4.2940      29.1784
 1324     22912.3606   1664487172.1524  -0.1168   0.0032      3.0280      28.9984
 1325     22929.2740   1664487189.0659  -0.0912   0.0032      0.5220      27.8960
 1326     22954.0945   1664487213.8863  -0.1600   0.0040      1.9920      29.3832
 1327     22984.5711   1664487244.3629  -0.1376   0.0032      2.1600      28.4872
 1328     22991.3249   1664487251.1167  -0.1600   0.0032      1.9120      28.2912
 1329     22992.4224   1664487252.2142  -0.0784   0.0032      3.5980      29.2240
 1330     23002.0309   1664487261.8227  -0.1400   0.0032      5.7460      28.3056
 1331     23011.0406   1664487270.8325  -0.1600   0.0040      1.9920      28.5832
 1332     23021.4893   1664487281.2811  -0.0360   0.0032      2.0400      28.8592
 1333     23021.9290   1664487281.7208  -0.1416   0.0032      1.4860      28.7304
 1334     23035.3992   1664487295.1911  -0.1168   0.0032      1.1420      27.8680
 1335     23041.1609   1664487300.9527  -0.0376   0.0032      0.5640      29.5552
 1336     23044.0890   1664487303.8809  -0.1144   0.0032      2.7180      29.0024
 1337     23076.9892   1664487336.7810  -0.1512   0.0032      2.9980      28.0272
 1338     23077.4298   1664487337.2216  -0.0984   0.0032      1.6340      28.8704
 1339     23083.5770   1664487343.3689  -0.1600   0.0032      8.4920      28.0608
 1340     23093.9885   1664487353.7804  -0.1496   0.0032      0.8760      28.5752
 1341     23117.7746   1664487377.5664  -0.1256   0.0032      1.0780      27.7720
 1342     23135.0715   1664487394.8634  -0.1064   0.0032      1.0480      28.2736
 1343     23145.0837   1664487404.8755  -0.1592   0.0032      1.8440      28.2696
 1344     23145.7735   1664487405.5653  -0.0912   0.0032      2.2840      29.1688
 1345     23146.4532   1664487406.2450  -0.1192   0.0032      1.2940      28.0592
 1346     23148.9719   1664487408.7637  -0.1008   0.0032      1.9400      28.7600
 1347     23155.9630   1664487415.7549  -0.0784   0.0032      0.8720      28.1832
 1348     23157.0624   1664487416.8543  -0.1600   0.0040      0.8980      28.7440
 1349     23168.5039   1664487428.2957  -0.1152   0.0032     11.0660      28.4504
 1350     23240.3513   1664487500.1431  -0.0752   0.0032      1.4440      28.8024
 1351     23271.8610   1664487531.6528  -0.1424   0.0032      1.7760      28.2984
 1352     23301.1245   1664487560.9163  -0.1344   0.0032      3.0920      29.1968
 1353     23301.3843   1664487561.1761  -0.1600   0.0032      7.5200      28.7448
 1354     23307.9372   1664487567.7291  -0.1600   0.0032      3.1460      28.8136
 1355     23319.5707   1664487579.3626  -0.1600   0.0088      0.6620      39.4720
 1356     23325.5376   1664487585.3295  -0.1440   0.0032      3.4180      27.9520
 1357     23350.9426   1664487610.7345  -0.1320   0.0032      1.0480      29.0344
 1358     23364.2032   1664487623.9950  -0.1480   0.0032      3.6420      27.8344
 1359     23394.6837   1664487654.4755  -0.1456   0.0032      4.7560      28.8536
 1360     23400.0369   1664487659.8288  -0.1224   0.0032      2.2080      28.7608
 1361     23407.4045   1664487667.1963  -0.1056   0.0032      2.0580      29.1024
 1362     23451.2523   1664487711.0442  -0.1328   0.0032      5.5180      28.8784
 1363     23451.9219   1664487711.7137  -0.1360   0.0032      0.6260      28.8960
 1364     23490.3228   1664487750.1146  -0.1600   0.0040      2.9300      28.8328
 1365     23497.9114   1664487757.7033  -0.1384   0.0040      0.6240      28.0200
 1366     23545.8261   1664487805.6179  -0.0768   0.0032      8.7960      29.0936
 1367     23549.9574   1664487809.7493  -0.1600   0.0040      2.3520      28.8488
 1368     23598.0684   1664487857.8603  -0.1600   0.0032      8.8300      29.1944
 1369     23598.5280   1664487858.3199  -0.1280   0.0032      2.0260      28.8440
 1370     23667.3199   1664487927.1118  -0.0360   0.0032      6.9940      29.8496
 1371     23736.1147   1664487995.9065  -0.1600   0.0032     10.0120      28.8824
 1372     23739.8302   1664487999.6220  -0.1600   0.0040      1.0240      29.5864
 1373     23761.8086   1664488021.6005  -0.1432   0.0032      1.4200      29.4440
 1374     23765.7605   1664488025.5523  -0.1600   0.0040      0.9800      29.1792
 1375     23789.7677   1664488049.5595  -0.1600   0.0040      2.6440      28.6288
 1376     23796.3406   1664488056.1325  -0.1520   0.0032      1.1160      29.1696
 1377     23818.5176   1664488078.3095  -0.1224   0.0032      1.2380      29.0408
 1378     23825.2878   1664488085.0797  -0.1448   0.0032      0.9220      28.1888
 1379     23842.1960   1664488101.9878  -0.1312   0.0032      5.7820      28.7920
 1380     23844.7011   1664488104.4930  -0.1600   0.0040      4.1200      29.3144
 1381     23847.6109   1664488107.4027  -0.0936   0.0032      1.4060      29.3080
 1382     23869.3798   1664488129.1717  -0.0768   0.0032      0.7440      29.6256
 1383     23872.0993   1664488131.8912  -0.1544   0.0040      2.5920      29.2568
 1384     23880.6900   1664488140.4819  -0.1600   0.0032      4.0040      28.4792
 1385     23938.1235   1664488197.9154  -0.1296   0.0032      1.0260      28.2568
 1386     23944.2889   1664488204.0807  -0.0928   0.0032      0.8740      28.9912
 1387     23949.0273   1664488208.8191  -0.1216   0.0032      1.4920      28.5792
 1388     23978.3000   1664488238.0918  -0.1144   0.0032      6.7740      28.5432
 1389     23986.0705   1664488245.8623  -0.1600   0.0040      5.0060      29.4008
 1390     23993.4351   1664488253.2270  -0.1600   0.0032      4.2480      29.1040
 1391     24001.4275   1664488261.2194  -0.0504   0.0032      0.5580      29.0576
 1392     24004.7458   1664488264.5377  -0.1272   0.0032      1.7580      28.6656
 1393     24028.3413   1664488288.1332  -0.1560   0.0032      1.2760      29.0376
 1394     24034.2839   1664488294.0758  -0.1256   0.0032      2.5140      28.4768
 1395     24064.9670   1664488324.7588  -0.0536   0.0032      4.1060      29.1360
 1396     24110.8564   1664488370.6482  -0.1600   0.0040      0.8080      29.4464
 1397     24119.2532   1664488379.0450  -0.1600   0.0040      1.0980      28.4680
 1398     24167.3785   1664488427.1703  -0.0704   0.0032      2.2400      29.1576
 1399     24186.3170   1664488446.1088  -0.0792   0.0032      0.7820      28.7992
 1400     24191.8726   1664488451.6644  -0.1600   0.0040      1.9300      28.5112
 1401     24242.4369   1664488502.2288  -0.0848   0.0032      1.1560      28.3008
 1402     24275.1343   1664488534.9262  -0.1152   0.0032      6.3240      28.2536
 1403     24279.6787   1664488539.4705  -0.1512   0.0032      1.3780      28.7280
 1404     24290.9073   1664488550.6991  -0.1136   0.0032      2.7140      28.5336
 1405     24320.9770   1664488580.7688  -0.1520   0.0032      0.7780      27.7040
 1406     24328.1391   1664488587.9310  -0.0648   0.0032      0.7780      29.3888
 1407     24377.4712   1664488637.2630  -0.1600   0.0032      7.7080      28.9592
 1408     24378.1612   1664488637.9531  -0.1216   0.0032      0.7800      28.6616
 1409     24400.5369   1664488660.3287  -0.1056   0.0032      1.0620      28.6136
 1410     24418.0506   1664488677.8424  -0.1200   0.0032      3.5280      28.4152
 1411     24434.1399   1664488693.9318  -0.1584   0.0032      4.4680      28.1320
 1412     24440.8937   1664488700.6855  -0.0904   0.0032      0.5280      28.6912
 1413     24445.6528   1664488705.4447  -0.0960   0.0032      1.7280      29.0416
 1414     24448.5785   1664488708.3704  -0.1120   0.0032      7.5560      29.0936
 1415     24474.0011   1664488733.7929  -0.1600   0.0040      0.8940      29.1488
 1416     24478.7390   1664488738.5308  -0.1600   0.0096      0.8280      40.3176
 1417     24489.3590   1664488749.1509  -0.1600   0.0104      0.6620      42.1936
 1418     24495.5285   1664488755.3203  -0.1600   0.0032      3.3960      27.9544
 1419     24497.8283   1664488757.6201  -0.1120   0.0032      1.4380      29.1904
 1420     24507.8301   1664488767.6220  -0.1416   0.0032      3.7820      28.3448
 1421     24532.6397   1664488792.4315  -0.1600   0.0032      5.1700      28.0752
 1422     24533.7291   1664488793.5209  -0.0528   0.0032      5.4700      29.6336
 1423     24576.9784   1664488836.7702  -0.1512   0.0032     11.4660      28.2456
 1424     24586.7910   1664488846.5828  -0.1176   0.0032      0.8560      28.9040
 1425     24589.9165   1664488849.7083  -0.1600   0.0032      1.7700      29.3784
 1426     24601.3476   1664488861.1395  -0.1384   0.0032      1.0500      28.9736
 1427     24686.7669   1664488946.5587  -0.1408   0.0032      5.8800      28.4952
 1428     24690.6966   1664488950.4884  -0.1368   0.0032      3.5180      28.2672
 1429     24707.6070   1664488967.3989  -0.0664   0.0032      2.5260      28.3824
 1430     24712.9528   1664488972.7447  -0.1400   0.0032      0.9040      28.8368
 1431     24730.6608   1664488990.4527  -0.1464   0.0032      0.9440      28.5280
 1432     24740.8752   1664489000.6671  -0.1600   0.0032      2.6260      27.5240
 1433     24748.2455   1664489008.0373  -0.0888   0.0032      3.0420      29.2448
 1434     24766.5552   1664489026.3471  -0.0720   0.0032      6.8660      28.8872
 1435     24773.3106   1664489033.1024  -0.0888   0.0032      2.2840      27.8216
 1436     24785.3516   1664489045.1434  -0.1080   0.0032      2.9500      28.2872
 1437     24817.0438   1664489076.8356  -0.1544   0.0040      3.3940      28.1216
 1438     24838.0043   1664489097.7961  -0.1600   0.0032      0.7720      28.5024
 1439     24854.7230   1664489114.5148  -0.1152   0.0032      0.9100      28.7320
 1440     24862.2937   1664489122.0855  -0.0888   0.0032      2.2200      29.8080
 1441     24881.8330   1664489141.6249  -0.1496   0.0032      0.8220      28.1848
 1442     24883.7520   1664489143.5438  -0.1192   0.0032      1.3860      28.2984
 1443     24901.0661   1664489160.8579  -0.1592   0.0032      2.2640      28.3848
 1444     24908.4478   1664489168.2397  -0.1600   0.0032      1.2280      28.2368
 1445     24912.6008   1664489172.3926  -0.0992   0.0032      1.9420      28.3984
 1446     24924.4263   1664489184.2181  -0.1224   0.0032      0.6760      28.7512
 1447     24931.5930   1664489191.3848  -0.1600   0.0032      0.9460      28.5224
 1448     24938.3558   1664489198.1476  -0.0992   0.0032      8.5720      27.6624
 1449     24943.9138   1664489203.7057  -0.0872   0.0032      2.5320      28.0128
 1450     24958.9835   1664489218.7754  -0.1424   0.0032      0.6100      28.4568
